"Data Source","World Development Indicators",

"Last Updated Date","2019-07-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Grenada","GRD","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108000","108000","111000","116000","125000","129000","123000","132000","142000","134000","99000","119000","130000","130000","114000","110000","118000","125000","128000","150000","155000","156000","168000","",
"Greenland","GRL","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","563000","520000","576000","636000","823000","826000","835000","884000","880000","1182000","1316000","1502000","1628000","1715000","1393000","1384000","1434000","1491000","1516000","1739000","1865000","1906000","2113000","",
"Guam","GUM","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1362000","1373000","1382000","1137000","1162000","1287000","1159000","1059000","910000","1160000","1228000","1212000","1225000","1142000","1053000","1197000","1160000","1308000","1334000","1343000","1409000","1536000","1544000","",
"Guyana","GUY","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106000","92000","76000","66000","75000","105000","99000","104000","101000","122000","117000","113000","134000","130000","141000","152000","157000","177000","200000","206000","207000","235000","247000","",
"High income","HIC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","378852199.712362","393699339.340296","414534780.519034","428597798.325304","444887284.796393","472270623.212338","463927039.641316","469972810.7722","461993478.178388","493090108.031312","519150963.609201","547367258.208233","573404465.447581","572049475.536219","544197420.119933","574204481.799173","600258112.548006","626607064.194385","658456984.698641","699593825.199239","733056374.765614","768611252.037833","814739870.89352","",
"Hong Kong SAR, China","HKG","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7137000","7837000","8814000","8878000","10689000","9676000","13655000","14773000","15821000","17154000","17319000","16926000","20085000","22316000","23770000","25661000","27770000","26686000","26553000","27884000","",
"Honduras","HND","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","271000","263000","307000","321000","371000","471000","518000","550000","611000","641000","673000","739000","804000","869000","836000","863000","871000","895000","863000","868000","880000","838000","851000","",
"Heavily indebted poor countries (HIPC)","HPC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4534002.27929999","5123409.93551343","5520397.64360059","5634704.89796092","5775099.91599556","6041764.5026863","6345266.51874162","6994752.09876949","7325722.83270149","8329667.39229525","9565540.22529661","11138076.3915536","12644323.8603848","13494532.4628671","13795371.8269164","14971233.2122056","16654322.6750624","17994590.8529732","18664024.1340164","19099495.3889904","20586286.3288496","21751255.2901164","23381973.9088578","",
"Croatia","HRV","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1485000","2914000","4178000","4499000","3805000","5831000","6544000","6944000","7409000","7912000","7743000","7988000","8559000","8665000","8694000","9111000","9927000","10369000","10948000","11623000","12683000","13809000","15593000","",
"Haiti","HTI","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145000","150000","149000","147000","143000","140000","142000","140000","136000","96000","112000","108000","386000","258000","387000","255000","349000","349000","420000","465200","516000","445000","467000","",
"Hungary","HUN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2878000","2979000","2887000","2871000","2789000","2992000","3070000","3013000","2948000","3270000","3446000","3310000","3451000","3516000","3228000","3462000","3822000","4164000","4388000","4618000","4929000","5302000","5650000","",
"IBRD only","IBD","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153375316.705201","168586277.011953","178007209.644721","179719587.192139","185642456.785363","208505304.328233","215606094.797643","226988162.692976","225260499.621394","264452007.933859","284328339.657328","299674986.992698","332422075.927164","345501186.618033","332491709.94697","358161891.552442","375080782.206776","405074071.737899","422373901.02753","431775375.397223","443768839.391712","453883579.777104","495687908.359216","",
"IDA & IBRD total","IBT","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166132366.66237","183073285.121263","193536615.663742","196597227.85745","203059123.879413","226959418.794763","234899003.201193","247635631.041938","246832783.124301","289401699.061807","311291591.691538","332257180.964393","369338548.158246","385136488.882228","373265148.552009","403046708.617027","420653669.035651","453461275.12419","474973714.332349","486981653.28925","502712872.970714","513678477.761578","561583020.615281","",
"IDA total","IDA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11529588.6304094","13179732.3489985","14169756.0579292","15612177.6540831","16107970.3091272","16887624.9852562","17690390.5742304","18983546.1825022","20000588.2105371","23077047.2494749","24958340.0038589","30719558.5295149","34882562.048501","37567552.2751168","38864748.4381806","42858505.4747283","43382357.4190776","45869617.6269711","50438672.3467988","53254019.0131736","57338593.4904648","58061729.2462813","","",
"IDA blend","IDB","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4634743.56895626","5122994.8568809","5494648.82231607","6284803.89168665","6299378.55699783","5954791.82714057","6259818.75115319","6201520.08990846","6528409.01188785","6845928.5061672","7040238.69346734","8770000","9722000","8981000","9493000","10053000","10241258.4269663","9307718.1097158","9267179.04979447","9139189.84098423","9505627.59228086","10557174.4377824","12147912.0916924","",
"Indonesia","IDN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4324000","5034000","5185000","4606000","4728000","5064000","5153000","5033000","4467000","5321000","5002000","4871000","5506000","6234000","6324000","7003000","7650000","8044000","8802000","9435000","10407000","11519000","14040000","",
"IDA only","IDX","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6799248.3447757","7966719.0024563","8579711.69283231","9197996.73751713","9694964.53928725","10881373.4675536","11374565.979935","12759881.7839429","13449242.6455097","16254770.6125254","17985605.7713448","22020622.3731824","25261810.3432328","28812464.51798","29592044.46996","33076052.329226","33417395.3386344","37080480.2041971","41758200.8896729","44868060.3096337","48714709.1578285","","","",
"Isle of Man","IMN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2124000","2288000","2374000","2359000","2482000","2649000","2537000","2384000","2726000","3457000","3919000","4447000","5082000","5283000","5168000","5776000","6309000","6578000","6968000","13107000","13284000","14570000","15543000","",
"Not classified","INX","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4818000","5289000","5587000","6064000","6403000","6646000","6353000","6476000","6764000","6953000","7333000","8001000","8332000","8026000","7189000","7134000","7630000","7550000","8260000","8813000","9528000","10100000","10338000","",
"Iran, Islamic Rep.","IRN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","568000","693000","860000","1124000","1321000","1342000","1402000","1585000","1546000","1659000","1889000","2735000","2219000","2034000","2116000","2938000","3354000","3834000","4769000","4968000","5237000","4942000","4867000","",
"Iraq","IRQ","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61000","51000","15000","45000","30000","78000","127000","","","","","","","864000","1262000","1518000","1510000","1111000","892000","","","","","",
"Iceland","ISL","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190000","201000","202000","232000","263000","303000","301000","285000","317000","360000","374000","422000","485000","502000","494000","489000","566000","673000","807300","997600","1289000","1792000","2225000","",
"Israel","ISR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2215000","2100000","2010000","1942000","2312000","2417000","1196000","861900","1063000","1505600","1903000","1825000","2067000","2572000","2321000","2803000","2820000","2886000","2962000","2927000","2799000","2900000","3613000","",
"Italy","ITA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31052000","32943000","34692000","34933000","36516000","41181000","39563000","39799000","39604000","37071000","36513000","41058000","43654000","42734000","43239000","43626000","46119000","46360000","47704000","48576000","50732000","52372000","58253000","",
"Jamaica","JAM","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1147000","1162000","1192000","1225000","1248000","1323000","1277000","1266000","1350000","1415000","1479000","1679000","1701000","1767000","1831000","1922000","1952000","1986000","2008400","2080000","2123000","2182000","2353000","",
"Jordan","JOR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1075000","1106000","1132000","1772000","1790000","1580000","1672000","2384000","2353000","2853000","2987000","3225000","3431000","3729000","3789000","4207000","3960000","4162000","3945000","3990000","3761000","3567000","3843500","",
"Japan","JPN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3345000","3837000","4218000","4106000","4438000","4757000","4772000","5239000","5212000","6138000","6728000","7334000","8347000","8351000","6790000","8611000","6219000","8358000","10364000","13413000","19737000","24040000","28691000","",
"Kazakhstan","KAZ","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","202000","284000","257000","394000","1683000","2693000","3678000","3237000","4291000","4365000","4707000","5311000","4117000","3774000","4097000","5685000","6163000","6841000","6333000","6430000","6509000","7701000","",
"Kenya","KEN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","918000","947000","928000","792000","862000","899000","841000","838000","927000","1199000","1399000","1464000","1686000","1141000","1392000","1470000","1750000","1619000","1434000","1261000","1114000","1268000","1364000","",
"Kyrgyz Republic","KGZ","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36000","42000","87000","59000","48000","59000","99000","140000","342000","398000","319000","766000","1656000","2379000","2451000","1224000","3025000","3393000","4134000","3791000","4000000","3853000","4568000","",
"Cambodia","KHM","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220000","260000","219000","287000","368000","466000","605000","787000","701000","1055000","1422000","1700000","2015000","2125000","2162000","2508000","2882000","3584000","4210000","4503000","4775000","5012000","5602000","",
"Kiribati","KIR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3900","4200","5100","5700","5100","4800","4600","4900","4900","3400","4100","4400","4700","3900","3900","4700","5300","4900","5900","5000","3900","5700","5800","",
"St. Kitts and Nevis","KNA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79000","84000","88000","93000","84000","73000","71000","69000","91000","118000","141000","139000","123000","128000","83000","98000","104000","104000","107000","113000","122000","","","",
"Korea, Rep.","KOR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3753000","3684000","3908000","4250000","4660000","5322000","5147000","5347000","4753000","5818000","6023000","6155000","6448000","6891000","7818000","8798000","9795000","11140000","12176000","14202000","13232000","17242000","13336000","",
"Kuwait","KWT","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72000","76000","79000","77000","84000","78000","73000","96000","94000","91000","104000","185000","293000","259000","297000","207000","269000","300000","307000","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34945000","37012000","36262000","39272000","39801000","42672000","41138000","40188000","40913000","46014000","50188000","51820000","53923000","56136000","54384000","56678000","59395000","61489000","63036400","71304100","76363000","82334300","90021000","",
"Lao PDR","LAO","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60000","93000","193000","200000","259000","191000","173000","215000","196000","407000","672000","842000","1142000","1295000","1239000","1670000","1894000","2291000","2700000","3164000","3543000","3315000","3257000","",
"Lebanon","LBN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","450000","424000","558000","631000","673000","742000","837000","956000","1016000","1278000","1140000","1063000","1017000","1333000","1844000","2168000","1655000","1366000","1274000","1355000","1518000","1688000","1857000","",
"Liberia","LBR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43000","81000","42000","38000","34000","","","","","","","","","","",
"St. Lucia","LCA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","231000","236000","248000","252000","264000","270000","250000","253000","277000","298000","318000","303000","287000","296000","278000","306000","312000","307000","319000","338000","345000","348000","386000","",
"Latin America & Caribbean","LCN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47000373.604955","48999474.563215","49034476.3308684","52244638.4499353","52365644.5609655","55645810.2153391","54161735.266836","51665609.207898","53098681.5806777","59365998.091641","64117238.0379608","66246345.5617905","68956482.4286663","71898631.0125588","69282498.8930949","72043638.3356942","75854830.8078948","78546666.7505404","80267053.6332291","89142601.8646716","96162856.4003843","103595962.026576","112443195.839289","",
"Least developed countries: UN classification","LDC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4354104.69697809","5483446.16631166","5867653.19703063","5965710.94964964","6111187.22412174","6213574.4705504","6509746.68150899","7236697.8859558","7515002.26787697","9177257.93566294","11102328.3415272","13385506.7719314","15446805.1286879","16667274.1702622","16686649.3693581","18551485.5210066","20628391.0147583","22986190.5367308","25908714.51294","28687442.2539923","30248244.0567976","29344057.7349429","31310476.4549384","",
"Low income","LIC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4054452.80336775","4534261.07845091","4767931.43624681","5231311.63729971","5330984.58652903","6230813.48977021","6363213.59398511","7308580.52493324","7686206.43398966","9467062.9377828","10134512.0814746","12663120.562412","13578610.5469235","15821955.363027","16730172.6296012","20060801.543165","17442789.5658017","","","","","","","",
"Liechtenstein","LIE","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59000","56000","57000","59000","60000","61600","56500","48700","49000","48500","49800","54900","58300","58500","52300","49800","53300","53600","52400","53700","48600","60000","69000","",
"Sri Lanka","LKA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","403000","302000","366000","381000","436000","400000","337000","393000","501000","566000","549000","560000","494000","438000","448000","654000","856000","1006000","1275000","1527000","1798000","2051000","2116400","",
"Lower middle income","LMC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30105407.4506686","33402414.6318339","39333467.0385565","38235825.4354644","39327575.0102982","43724823.9740513","46436718.3261603","48638324.6080747","52122555.0221828","63023267.3991583","69306054.2034354","75858104.7330272","88671500.5477467","95201464.0086536","91243352.0709316","98824025.6250008","97607591.7610665","105541203.786346","112043202.920353","109787889.277085","112689614.29574","115140200.370431","132932924.177357","",
"Low & middle income","LMY","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","141955983.205955","157499694.90366","166235634.979009","170016745.436532","178559235.962089","201220080.822479","210723323.591953","225019262.938862","223733798.607414","264937578.594459","286031582.765407","305956467.625038","342912759.743768","360526862.690376","349746556.992938","378394393.496732","393338489.129208","424055895.29154","444115596.818945","455227852.105325","468197352.342694","476468281.963015","521304691.646066","",
"Lesotho","LSO","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","209000","312000","313000","290000","308000","302000","295000","287000","329000","304000","304000","357000","300000","293000","344000","426000","398000","423000","433000","1079000","1082000","1196000","1137000","",
"Late-demographic dividend","LTE","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107427508.697293","116682480.016442","120626518.404655","123285420.688844","133339025.658949","147145621.964256","151436302.428037","157490721.406997","152617725.659234","176778195.138759","187211987.356042","200079537.236465","216727957.856567","218878302.707974","211772011.984207","225235424.656552","241334786.496842","257857110.407528","271056349.458373","276843451.847153","288438798.581275","295984545.837548","315331263.398628","",
"Lithuania","LTU","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","650000","832000","1012000","1416000","1422000","1083000","1271000","1428000","1491000","1800000","2000000","2180000","1486000","1611000","1341000","1507000","1775000","1900000","2012000","2063000","2071000","2296000","2523000","",
"Luxembourg","LUX","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","768000","724000","778000","789000","863000","852000","836000","885000","867000","878000","913000","908000","914000","877000","847000","805000","874000","950000","945000","1038000","1090000","1054000","1046000","",
"Latvia","LVA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","539000","565000","635000","576000","544000","509000","591000","848000","971000","1079000","1116000","1535000","1653000","1684000","1323000","1373000","1493000","1435000","1536000","1843000","2024000","1793000","1949000","",
"Macao SAR, China","MAC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4202000","4690000","3836000","4517000","5050000","5197000","5842000","6565000","6309000","8324000","9014000","10683000","12945000","10610000","10402000","11926000","12925000","13577000","14268000","14566000","14308000","15703600","17255000","",
"St. Martin (French part)","MAF","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2602000","2693000","3072000","3095000","3817000","4278000","4380000","4453000","4761000","5477000","5843000","6558000","7408000","7879000","8341000","9288000","9342000","9375000","10046000","10283000","10177000","10332000","11349000","",
"Monaco","MCO","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","233000","226000","259000","278000","278000","300000","270000","263000","235000","250000","286000","313000","328000","324000","265000","279000","295000","292000","328000","329000","331000","336000","355000","",
"Moldova","MDA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69000","67000","63000","70000","73000","60000","64000","75000","89000","95600","93900","94400","121000","145000","",
"Madagascar","MDG","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75000","83000","101000","121000","138000","160000","170000","62000","139000","229000","277000","312000","344000","375000","163000","196000","225000","256000","196000","222000","244000","293000","255000","",
"Maldives","MDV","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","315000","339000","366000","396000","430000","467000","461000","485000","564000","617000","395000","602000","676000","683000","656000","792000","931000","958000","1125000","1205000","1234000","1286000","1390000","",
"Middle East & North Africa","MEA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24178776.4857649","24838167.387585","26797079.2833441","29335310.2414293","33648873.8098684","37374434.0264325","37111513.3034265","41048669.0900156","42904447.9966044","50985788.6682328","53990773.7016404","59881886.0966722","67057747.2683947","77060749.5257904","75990781.8223975","87833704.899616","75204053.0923624","83481755.6279535","84470278.153876","89847051.4495251","85021471.0189445","82579315.9627715","89185094.6515955","",
"Mexico","MEX","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20241000","21395000","19351000","19392000","19043000","20641000","19810000","19667000","18665000","20618000","21915000","21353000","21606000","22931000","22346000","23290000","23403000","23403000","24151000","29346000","32093000","35079000","39291000","",
"Marshall Islands","MHL","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5500","6200","6400","6400","4600","5200","5400","6000","7200","9000","9200","5800","7200","6000","5400","4600","4600","4600","","4900","6300","5400","6000","",
"Middle income","MIC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136463673.013287","151378586.821791","159788648.564298","163151824.529974","171474354.829598","193065088.390821","202309886.078634","215615916.503382","214043622.806983","253166166.743081","273392943.121775","290956967.458084","326626608.293573","342082921.410317","330650020.510469","356024895.969384","373085338.16763","402169350.933768","421404103.589816","432015411.516029","445355038.472169","452807547.562854","495763064.286955","",
"North Macedonia","MKD","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147000","136000","121000","157000","181000","224000","99000","123000","158000","165000","197000","202000","230000","255000","259000","262000","327000","351000","400000","425000","486000","510000","631000","",
"Mali","MLI","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42000","98000","75000","83000","82000","86000","89000","96000","110000","113000","143000","153000","164000","190000","160000","169000","160000","134000","142000","168000","159300","173200","193300","",
"Malta","MLT","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1116000","1054000","1111000","1182000","1214000","1216000","1180000","1134000","1127000","1156000","1171000","1124000","1244000","1291000","1182000","1339000","1415000","1443000","1582000","1690000","1783000","1966000","2274000","",
"Myanmar","MMR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194000","490000","491000","478000","435000","416000","475000","487000","597000","657000","660000","630000","716000","731000","763000","792000","816000","1059000","2044000","3081000","4681000","2907000","3443000","",
"Middle East & North Africa (excluding high income)","MNA","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13830125.6501319","14612824.1923187","15919073.5344448","17429068.8151288","20133615.156902","22301492.6280266","22128256.8680851","24086221.5013966","25506081.3956951","31263864.5282788","33277211.5662038","37309619.7700835","40142268.8742182","44695909.4476355","47445893.7966748","55256542.4500061","44708140.6604555","48520543.13783","48154054.62882","48665694.4078438","44464421.800973","40435194.6037831","47735563.5382128","",
"Montenegro","MNE","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136000","142000","188000","272000","378000","984000","1031000","1044000","1088000","1201000","1264000","1324000","1350000","1560000","1662000","1877000","",
"Mongolia","MNG","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108000","71000","82000","165000","155000","154000","187000","229000","201000","301000","339000","404000","452000","446000","412000","456000","460000","476000","418000","393000","386000","404000","469000","",
"Northern Mariana Islands","MNP","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","669000","728000","685000","481000","493000","517000","438000","466000","452000","525000","498000","429000","385000","388000","345000","375000","336000","399000","436000","455000","475100","526000","656000","",
"Mozambique","MOZ","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","323000","541000","441000","470000","578000","664000","771000","1193000","1461000","1718000","1902000","2113000","1886000","1661000","1552000","1639000","1447000","",
"Mauritania","MRT","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24000","30000","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","422000","487000","536000","558000","578000","656000","660000","682000","702000","719000","761000","788000","907000","930000","871000","935000","965000","965000","993000","1038000","1151000","1275000","1342000","",
"Malawi","MWI","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","192000","194000","207000","220000","254000","228000","266000","383000","424000","427000","438000","638000","735000","742000","755000","746000","767000","770000","795000","819000","805000","849000","837000","",
"Malaysia","MYS","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7469000","7138000","6211000","5551000","7931000","10222000","12775000","13292000","10577000","15703000","16431000","17547000","20973000","22052000","23646000","24577000","24714000","25033000","25715000","27437000","25721000","26757000","25948000","",
"North America","NAC","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60637000","64165000","65816000","65617000","68275000","71197000","66884000","63922000","59009000","65503000","68247000","69541000","74376000","75413000","71076000","76461000","79071000","83233000","86290000","91783000","95965000","96622000","98009000","",
"Namibia","NAM","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","272000","461000","502000","614000","635000","656000","670000","757000","695000","716000","778000","833000","929000","931000","980000","984000","1027000","1079000","1176000","1320000","1388000","1469000","1499000","",
"New Caledonia","NCL","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86000","91000","105000","104000","100000","110000","101000","104000","102000","100000","101000","100000","103000","104000","99000","99000","112000","112000","108000","107000","114000","116000","121000","",
"Niger","NER","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35000","68000","68000","41000","39000","50000","52000","39000","55000","57000","58000","60000","48000","73000","66000","74000","82000","94000","123000","135000","135000","152000","164000","",
