Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
COD,"Congo, Dem. Rep.",24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),0.116147,0.230416,0.108246,0.102101,0.25717,0.108825,0.247689,0.236368,0.336614,0.377322,0.357187,0.290965,0.295276,0.309138,0.478387,0.346662,0.304592,0.556971,0.55382,0.554366,0.519124,0.575672,0.593397,0.629417,0.678833,0.714296,0.748569,0.789925,0.827835,0.865271,0.919078,0.983054,1.05644,1.121
COG,"Congo, Rep.",24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COG,"Congo, Rep.",24663,Government spending on travel and Tourism service,% share of total tourism expenditure,2.40431,2.37196,2.40573,2.40856,2.35274,2.36074,2.36964,2.41772,2.43473,2.45685,2.48044,2.4776,2.47289,2.48505,2.49466,2.50465,2.51486,2.52241,2.52997,2.53756,2.54517,2.55281,2.56047,2.56815,2.57586,2.58358,2.59133,2.59911,2.6069,2.61472,2.62257,2.63044,2.63833,2.64624
COG,"Congo, Rep.",24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0.02,0.02,0.02,0.03,0.02,0.01,0.02,0.02,0.03,0.04,0.03,0.06,0.09,0.07,0.07,0.05,0.08,0.112706,0.124847,0.14278,0.130456,0.128944,0.128808,0.134196,0.142311,0.149769,0.156673,0.162788,0.168132,0.17297,0.176153,0.17841,0.180626,0.182291
COG,"Congo, Rep.",24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,3.3204,3.00409,4.43814,3.23235,3.1458,3.53553,4.46395,4.82837,4.76706,4.65185,4.07205,4.04162,4.54057,4.12604,4.14671,2.68947,2.45473,2.98125,3.52933,3.91322,3.86642,3.92527,4.00869,4.05774,4.2761,4.38633,4.48392,4.57275,4.64975,4.63869,4.60847,4.56537,4.5114,4.44567
COG,"Congo, Rep.",24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),0.139541,0.134318,0.193601,0.146075,0.138465,0.167405,0.219417,0.248206,0.247034,0.249671,0.235265,0.248079,0.274264,0.264002,0.285227,0.201113,0.189788,0.239321,0.292588,0.346611,0.346576,0.341934,0.336875,0.350538,0.363963,0.374181,0.384911,0.395827,0.408529,0.421823,0.432184,0.442899,0.45251,0.460866
COL,Colombia,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0.05,0.05,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.09,0.09,0.1,0.105203,0.106699,0.115118,0.128211,0.135811,0.145358,0.146549,0.150785,0.155797,0.161476,0.167395,0.173476,0.179842,0.186505,0.19345,0.200681,0.20744,0.214753,0.221682
COL,Colombia,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,2.16709,2.09131,2.0639,2.0607,2.01953,2.00846,1.99885,1.99692,1.99088,2.0142,2.0306,2.03202,2.034,2.0356,2.03719,2.03877,2.04038,2.04199,2.04361,2.04525,2.04693,2.04862,2.05034,2.0521,2.05389,2.05571,2.05754,2.05937,2.06121,2.06304,2.06487,2.06671,2.06855,2.07039
COL,Colombia,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),1.18035,1.00482,1.1095,1.10639,0.771963,0.867761,1.26418,1.68476,2.21227,2.24466,2.20572,2.29831,2.39153,2.47782,3.01354,2.40529,2.82263,2.34533,2.48317,2.72535,2.74331,2.58668,2.64822,2.78795,2.93468,3.02921,3.05909,3.15736,3.27466,3.39114,3.49453,3.58686,3.63681,3.67721
COL,Colombia,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,5.08582,5.40788,5.35552,5.22074,5.26377,5.44271,5.6341,6.01183,6.08888,6.22633,6.29777,6.45436,6.14204,5.63262,5.84288,5.6787,5.14187,5.39697,5.21114,5.2862,5.69863,5.88393,5.80006,5.82225,5.88128,5.9094,5.91675,5.93021,5.95856,5.9928,6.03882,6.05919,6.08068,6.11405
COL,Colombia,24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),7.81062,8.47596,8.68184,8.51158,8.22095,8.76787,9.22848,10.0938,10.6237,11.4429,12.1189,13.2521,13.4811,12.8014,13.4986,13.6404,13.1647,14.3767,14.5582,15.4168,17.1268,18.0304,18.0755,18.6527,19.4448,20.1629,20.8441,21.581,22.3888,23.2381,24.077,24.8752,25.6307,26.4661
COM,Comoros,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COM,Comoros,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,4.45252,5.48086,7.49205,5.3198,5.82115,5.73867,5.83635,5.93716,5.98069,6.05595,6.10556,6.0892,6.07925,6.09736,6.11085,6.12798,6.14562,6.16358,6.18549,6.20815,6.23088,6.25369,6.27661,6.29958,6.32265,6.3458,6.36904,6.39236,6.41576,6.43925,6.46283,6.48649,6.51025,6.53408
COM,Comoros,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01
COM,Comoros,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,14.7995,13.2775,13.3713,10.5198,9.58901,11.7324,11.2008,11.6702,13.1086,11.9679,12.0622,12.3352,11.6893,12.5982,10.991,12.0317,12.7788,12.3353,11.1565,10.4083,9.97075,9.71739,9.7249,9.54355,9.38297,9.23474,9.08418,8.90875,8.78112,8.67084,8.61716,8.58984,8.58809,8.57163
COM,Comoros,24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),0.06,0.05,0.05,0.04,0.04,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08
CPV,Cabo Verde,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPV,Cabo Verde,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,3.38876,4.68592,6.08563,6.07992,6.20101,6.196,5.84819,5.91243,6.02358,6.10676,6.16244,6.15247,6.14861,6.17213,6.19052,6.21203,6.23399,6.25638,6.28274,6.30987,6.33713,6.36451,6.39201,6.41961,6.44734,6.47519,6.50316,6.53125,6.55946,6.5878,6.61626,6.64483,6.67354,6.70237
CPV,Cabo Verde,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.05,0.06,0.08,0.132577,0.161199,0.170201,0.15585,0.157291,0.127567,0.114181,0.111583,0.131379,0.136567,0.144169,0.146095,0.147416,0.149917,0.155077,0.161465,0.168464,0.177671,0.186168,0.196363,0.207076,0.218333
CPV,Cabo Verde,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,7.50367,9.23212,13.7265,13.2466,12.8651,16.9634,19.999,22.7687,23.2133,27.0888,28.3489,35.5507,37.7126,43.9197,40.5004,41.8993,42.4901,44.0577,44.2809,41.6212,42.3608,42.9859,44.8993,44.4397,43.6457,43.6587,43.9546,44.1022,44.5605,45.0545,45.3626,45.9302,46.8678,47.8817
CPV,Cabo Verde,24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),0.04,0.06,0.09,0.1,0.107447,0.151969,0.190159,0.227931,0.243264,0.296028,0.33,0.455804,0.525343,0.652495,0.594053,0.623586,0.657477,0.689109,0.698162,0.668465,0.690236,0.722837,0.782947,0.807093,0.826836,0.86273,0.904623,0.946235,0.995911,1.04794,1.10188,1.1624,1.23615,1.31613
CRI,Costa Rica,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.1,0.100889,0.104363,0.108062,0.111559,0.114899,0.117995
CRI,Costa Rica,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,6.13749,6.38563,6.45167,6.36657,5.94903,5.97641,6.01677,6.04024,6.06184,6.0876,6.10235,6.11414,6.13206,6.15159,6.17117,6.1907,6.21076,6.23112,6.25079,6.27096,6.29174,6.31309,6.33494,6.3573,6.38833,6.40962,6.43097,6.4524,6.4739,6.49547,6.51712,6.53883,6.56062,6.58248
CRI,Costa Rica,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0.381132,0.404718,0.441668,0.380096,0.2921,0.202163,0.226778,0.229575,0.25228,0.309772,0.360237,0.440632,0.444651,0.485364,0.38369,0.346901,0.290799,0.330329,0.342646,0.377751,0.417199,0.406086,0.430844,0.457745,0.491775,0.51829,0.54891,0.582814,0.618105,0.656198,0.69862,0.750617,0.803322,0.856504
CRI,Costa Rica,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,10.8465,11.5447,12.0103,12.5223,13.3577,15.1067,14.1126,13.1418,14.5076,14.8389,16.5074,15.6574,15.3435,15.0225,13.0649,12.1214,11.3998,10.9937,12.3616,11.9313,12.0031,12.5677,12.8747,13.1298,13.186,13.0958,13.1423,13.2176,13.3751,13.5773,13.8572,14.1678,14.4576,14.7227
CRI,Costa Rica,24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),2.55752,2.75585,3.02653,3.37524,3.7424,4.39463,4.24876,4.08672,4.70341,5.01946,5.79999,5.89949,6.25343,6.40728,5.51828,5.37327,5.27106,5.32712,6.12589,6.12884,6.45697,7.05333,7.51467,7.96244,8.30435,8.55683,8.89635,9.26499,9.68945,10.1507,10.6597,11.1877,11.6851,12.1727
CUB,Cuba,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0.05,0.07,0.08,0.09,0.1,0.103854,0.111901,0.12614,0.129927,0.144967,0.153102,0.165173,0.195601,0.229677,0.229035,0.209157,0.219828,0.204708,0.214535,0.217224,0.226196,0.225801,0.219969,0.222895,0.228544,0.235711,0.244522,0.254153,0.263144,0.27166,0.279239,0.286769,0.294091,0.301121
CUB,Cuba,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,4.39927,5.05281,5.53028,5.54357,5.56151,5.58003,5.59903,5.62084,5.64435,5.66431,5.68496,5.70615,5.72664,5.74675,5.7663,5.78515,5.80406,5.82305,5.84208,5.86119,5.88035,5.89958,5.91887,5.93822,5.95764,5.97712,5.99666,6.01626,6.03593,6.05566,6.07546,6.09532,6.11525,6.13524
CUB,Cuba,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0.114054,0.250745,0.31642,0.349898,0.39798,0.463909,0.447333,0.427936,0.405118,0.481423,0.562493,0.894604,1.02543,1.22517,1.13482,1.08863,1.25544,1.33169,1.34326,1.31756,1.80705,1.83775,1.84146,1.89408,1.87173,1.94269,2.0393,2.13816,2.26497,2.39561,2.53176,2.67397,2.83832,3.04136
CUB,Cuba,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,9.23928,10.2392,11.2971,12.7663,12.8593,11.9587,12.0773,12.0167,12.2618,12.3204,13.3555,11.3659,10.1261,10.6098,9.84517,9.26368,9.5615,9.59391,9.34826,8.83918,9.96144,10.2282,10.6763,10.9746,11.0939,11.3486,11.5491,11.6884,11.8099,11.9244,12.0547,12.2363,12.4143,12.6193
CUB,Cuba,24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),3.65607,4.36933,4.95455,5.60795,5.99855,5.9084,6.15706,6.21347,6.58071,6.99372,8.43042,8.0403,7.68332,8.38189,7.89067,7.60209,8.06637,8.33774,8.34747,7.97557,9.38709,9.59025,9.71016,10.0812,10.4151,10.9525,11.5249,12.0838,12.6001,13.0912,13.5593,14.0889,14.6115,15.1589
CYM,Cayman Islands,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
CYM,Cayman Islands,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,27.0934,28.1497,28.3514,27.9281,27.2214,27.29,27.322,27.3981,27.4469,27.5397,27.6521,27.7685,27.88,27.9921,28.1047,28.2176,28.3308,28.4446,28.5589,28.6736,28.7887,28.9042,29.0203,29.1368,29.2537,29.3711,29.489,29.6074,29.7263,29.8456,29.9654,30.0857,30.2065,30.3277
CYM,Cayman Islands,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0.09,0.114906,0.159436,0.20861,0.217266,0.170388,0.15499,0.136837,0.109082,0.07,0.07,0.112377,0.149447,0.149754,0.132753,0.122073,0.115515,0.139334,0.156762,0.173295,0.179588,0.195027,0.205908,0.219261,0.228489,0.237605,0.247793,0.257966,0.268764,0.280744,0.293415,0.307431,0.32115,0.335972
CYM,Cayman Islands,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,46.6695,41.1017,48.8684,42.8744,40.9787,39.7283,38.3902,40.1012,34.4533,30.3702,19.2705,21.2921,20.3971,20.7573,19.5163,21.1009,22.2629,25.881,26.6875,25.6443,27.7422,28.3421,29.4752,30.1776,30.768,31.4244,32.2003,32.9717,33.9304,34.9966,36.1832,37.275,38.1816,39.0248
CYM,Cayman Islands,24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),0.961682,0.889234,1.11539,1.27488,1.25976,1.23327,1.19837,1.27337,1.11591,0.992495,0.670659,0.77511,0.766014,0.776755,0.677727,0.712858,0.760904,0.895443,0.935056,0.923427,1.00642,1.05594,1.12122,1.17549,1.22605,1.28351,1.3415,1.39837,1.46061,1.52911,1.60458,1.6765,1.74078,1.80325
CYP,Cyprus,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
CYP,Cyprus,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,8.96834,8.53221,8.28119,8.09336,8.791,8.80869,8.83318,8.89893,9.02459,9.11614,9.19,9.16324,9.14534,9.16871,9.18488,9.20614,9.22809,9.25058,9.27897,9.30849,9.33806,9.36774,9.39751,9.4274,9.45735,9.48743,9.51761,9.54788,9.57825,9.60871,9.63927,9.66994,9.70069,9.73155
CYP,Cyprus,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0.222298,0.326329,0.399615,0.40595,0.380295,0.387901,0.350084,0.3992,0.344382,0.379209,0.342508,0.399907,0.390575,0.380333,0.257766,0.493648,0.475227,0.402871,0.251086,0.245744,0.309952,0.406742,0.425562,0.453056,0.464467,0.468649,0.478352,0.491119,0.506884,0.526605,0.550578,0.576166,0.601647,0.626972
CYP,Cyprus,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,27.3092,26.6105,27.9166,27.152,28.7754,31.0987,31.0934,28.053,24.465,23.0021,22.2512,20.7023,20.3915,17.68,15.2044,14.3085,14.6779,17.9693,19.2064,18.9248,19.0928,21.1091,22.3278,23.1201,23.9594,24.5077,24.9173,25.2672,25.8355,26.4751,27.1603,27.77,28.46,29.0326
CYP,Cyprus,24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),3.65467,3.60869,3.88269,3.97425,4.41519,5.04478,5.22557,4.87483,4.35656,4.28331,4.29781,4.17904,4.31471,3.88546,3.2822,3.12955,3.22061,3.81831,3.83821,3.72406,3.82017,4.34337,4.72718,5.0222,5.32233,5.5621,5.77117,5.9604,6.19304,6.43143,6.65678,6.86423,7.09189,7.3004
CZE,Czech Republic,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0.09,0.09,0.114406,0.115243,0.118345,0.120012,0.124294,0.137365,0.150878,0.150133,0.15909,0.165014,0.166359,0.170955,0.176524,0.179567,0.177345,0.173299,0.176104,0.177267,0.182846,0.188194,0.195909,0.199606,0.203861,0.207968,0.21204,0.215678,0.219232,0.22282,0.226441,0.230093,0.233778,0.237494
CZE,Czech Republic,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,2.71656,2.97987,3.5512,3.64392,3.51602,3.49187,3.51531,3.56407,3.61101,3.63471,3.66625,3.63933,3.62117,3.62844,3.63552,3.64478,3.65432,3.66403,3.67611,3.68862,3.70118,3.71377,3.72639,3.73909,3.75183,3.76457,3.77736,3.79019,3.80306,3.81598,3.82894,3.84194,3.85499,3.86809
CZE,Czech Republic,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0.970972,1.30608,1.59476,1.76689,1.9589,2.0354,1.83162,1.57139,1.50409,1.44858,1.74974,1.90639,1.83959,1.98504,1.88005,1.82321,1.78022,1.6618,1.56163,1.58582,2.07127,1.95626,2.00955,2.02914,2.06695,2.10141,2.14083,2.18242,2.22074,2.25965,2.31281,2.35511,2.39957,2.46951
CZE,Czech Republic,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,8.80042,9.60952,10.0535,10.0101,9.42635,11.1407,10.6562,10.1957,9.93386,9.61807,9.56749,9.60244,8.89063,8.73717,8.92921,8.45806,8.13907,7.89689,7.74576,7.53162,7.85386,7.80891,7.75161,7.61495,7.5085,7.5544,7.56662,7.508,7.5023,7.52409,7.5563,7.5364,7.54157,7.55913
CZE,Czech Republic,24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),11.0023,12.4945,12.9878,12.8929,12.2957,15.2036,14.9633,14.5393,14.6757,14.8869,15.7838,16.9597,16.5787,16.7001,16.2725,15.7395,15.4159,14.8491,14.4951,14.4774,15.9096,16.2122,16.8291,17.1301,17.3274,17.7839,18.1654,18.4116,18.6558,18.8856,19.1976,19.4322,19.7376,20.0763
DEU,Germany,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0.572649,0.211589,0.740088,0.955166,0.957309,1.36991,0.4251,0.02,1.10311,1.53722,1.52026,1.50954,1.53087,1.56459,1.62329,1.64857,1.67173,1.69215,1.7334,1.769,1.80535,1.86766,1.90838,1.94284,1.97003,1.9917,2.01046,2.02764,2.04421,2.06031,2.07589,2.09009,2.10276,2.11373
DEU,Germany,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,0.185123,0.07,0.232526,0.297429,0.292144,0.404329,0.12291,0,0.312456,0.444996,0.433503,0.42253,0.421261,0.417493,0.416502,0.412497,0.411277,0.41447,0.411249,0.407585,0.40424,0.403423,0.40354,0.403698,0.402951,0.402302,0.402065,0.402063,0.402063,0.402063,0.402063,0.402062,0.402063,0.402063
DEU,Germany,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),16.2949,30.2059,25.9558,22.5046,27.1912,24.672,22.7915,19.1462,14.8458,18.015,17.29,22.6313,19.9786,27.0916,22.033,29.7721,28.43,29.6901,23.7428,24.9389,27.9503,26.9544,28.2015,29.8909,31.2857,32.351,33.3364,34.0497,34.7141,35.3153,36.0178,36.7568,37.4821,38.1909
DEU,Germany,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,12.2308,13.0067,12.8323,12.6632,12.8831,13.2694,13.0517,12.5146,11.8845,11.9362,11.84,11.6638,11.0943,10.8936,10.8768,10.9022,10.6239,10.5802,10.4472,10.5678,10.7471,10.7372,10.6522,10.7049,10.7297,10.7884,10.8458,10.8853,10.9266,10.9848,11.0244,11.0815,11.1393,11.1916
DEU,Germany,24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),333.065,357.245,359.187,360.713,373.764,397.238,397.858,381.602,359.783,363.877,364.11,372.594,366.344,362.638,341.95,356.275,360.077,361.064,358.671,369.798,381.731,388.452,395.158,406.792,415.195,423.277,429.658,434.65,439.77,445.632,450.79,456.526,461.937,466.591
DMA,Dominica,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMA,Dominica,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,5.48112,6.4919,6.22511,6.00196,6.10323,6.10676,6.08494,6.06916,6.03084,6.04443,6.05979,6.0809,6.10456,6.12324,6.14246,6.16219,6.18172,6.20097,6.22006,6.23895,6.25766,6.27642,6.29524,6.31411,6.33303,6.35202,6.37106,6.39016,6.40932,6.42853,6.4478,6.46713,6.48652,6.50596
DMA,Dominica,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0.01,0.01,0.02,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02
DMA,Dominica,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,20.9038,23.7892,25.9702,23.6115,24.6879,22.5803,20.9949,21.5868,22.2247,24.2158,23.376,26.8921,25.886,24.8364,24.8981,28.5316,31.3316,24.5003,30.3797,34.8765,35.5197,35.8611,37.6496,37.5967,37.9214,38.2733,38.6846,38.4889,38.524,38.5453,38.7085,39.1602,39.4357,39.6194
DMA,Dominica,24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),0.07,0.08,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.1,0.1,0.115437,0.117739,0.121796,0.120721,0.139964,0.153974,0.119027,0.153318,0.183381,0.183472,0.18807,0.195474,0.199885,0.207257,0.214618,0.222131,0.226089,0.231275,0.236494,0.24272,0.250954,0.25828,0.265288
DNK,Denmark,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0.07,0.03,0.09,0.12057,0.122952,0.177157,0.06,0,0.150378,0.220309,0.2202,0.222824,0.22954,0.23309,0.246573,0.246602,0.242571,0.24227,0.240247,0.243172,0.245171,0.246957,0.249425,0.254986,0.260646,0.267107,0.273748,0.280698,0.286835,0.292499,0.297755,0.302562,0.306958,0.310922
DNK,Denmark,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,0.179124,0.06,0.226031,0.287191,0.282433,0.399547,0.122258,0,0.310669,0.44501,0.444405,0.437573,0.443276,0.439452,0.436925,0.434693,0.433126,0.435159,0.431702,0.429188,0.427489,0.425277,0.425277,0.425277,0.425278,0.425277,0.425277,0.425277,0.425278,0.425277,0.425277,0.425277,0.425278,0.425277
DNK,Denmark,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),1.66937,2.3124,1.9552,2.43239,2.42178,3.78821,3.88293,4.16445,2.36456,2.36384,2.13133,2.03096,2.00771,2.17887,2.22747,2.95974,2.8267,2.6031,2.00593,2.30877,2.70285,3.34183,3.40389,3.49064,3.58631,3.69334,3.80034,3.89621,3.98252,4.06511,4.13572,4.20362,4.26902,4.3278
DNK,Denmark,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,7.35386,7.92018,7.79927,7.90848,7.83143,8.88399,8.59825,7.96739,6.99547,6.96828,7.01537,6.68131,6.38194,6.23176,6.23284,6.67153,6.91187,6.86303,6.9036,7.23805,7.47888,7.75017,7.68075,7.68642,7.70159,7.73181,7.79069,7.83661,7.8918,7.93507,7.96601,7.9898,8.00337,8.00959
DNK,Denmark,24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),17.409,19.2941,19.6185,20.3347,20.7312,24.3988,23.8071,22.1628,19.5353,19.9792,20.5843,20.3705,19.6355,19.0717,18.1412,19.7824,20.7681,20.6682,20.9847,22.3702,23.4852,24.747,25.0936,25.577,26.0997,26.6921,27.3662,27.9683,28.5622,29.1005,29.5993,30.0564,30.4561,30.8279
DOM,Dominican Republic,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0.04,0.03,0.05,0.06,0.06,0.06,0.07,0.08,0.06,0.05,0.06,0.08,0.09,0.09,0.100324,0.106,0.105555,0.121672,0.121787,0.13171,0.141653,0.151788,0.160612,0.169464,0.178804,0.1883,0.197543,0.206446,0.21492,0.223202,0.232293,0.241249,0.250214,0.258902
DOM,Dominican Republic,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,29.1805,26.5102,24.1852,24.3107,21.1451,21.3661,21.5714,21.6728,20.2961,20.4529,20.9052,21.011,21.1287,21.2397,21.347,21.4544,21.5621,21.6699,21.776,21.8821,21.9887,22.0959,22.2035,22.3117,22.4204,22.5297,22.6394,22.7497,22.8606,22.972,23.0839,23.1964,23.3094,23.423
DOM,Dominican Republic,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0.113162,0.12986,0.148257,0.19111,0.183106,0.205216,0.210558,0.240415,0.194308,0.199777,0.23935,0.314184,0.393084,0.467211,0.384222,0.359622,0.403489,0.4084,0.452327,0.522289,0.568506,0.593148,0.632707,0.684215,0.718184,0.760654,0.796998,0.833436,0.866003,0.899019,0.938727,0.976491,1.00955,1.03987
DOM,Dominican Republic,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,15.0759,15.297,16.3996,16.1714,16.2797,16.7898,16.7399,17.227,22.4091,21.3552,17.2072,17.7809,16.2486,15.9865,15.9966,13.5566,13.8444,14.5222,15.2717,15.8778,16.8442,17.313,17.1798,17.1838,17.011,16.9413,16.8282,16.7127,16.6804,16.6875,16.7115,16.6594,16.6551,16.6567
DOM,Dominican Republic,24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),3.54699,3.85567,4.46443,4.71093,5.06095,5.51479,5.59787,6.09422,7.90734,7.63432,6.72126,7.68647,7.61935,7.73824,7.81632,7.17567,7.55368,8.14827,8.97353,10.0409,11.4006,12.4954,13.0069,13.6214,14.1046,14.6789,15.2225,15.7228,16.2573,16.8335,17.4548,17.9879,18.5666,19.1266
DZA,Algeria,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
DZA,Algeria,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,0.974113,0.984675,1.02732,1.04645,1.06957,1.06374,1.06881,1.07304,1.07997,1.09076,1.09701,1.10003,1.10257,1.10628,1.11038,1.11397,1.11712,1.12022,1.12333,1.12644,1.12956,1.13269,1.13582,1.13896,1.14211,1.14479,1.14748,1.15018,1.15288,1.15559,1.1583,1.16102,1.16375,1.16649
DZA,Algeria,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0.366835,0.542123,0.682551,0.682138,0.553985,0.49067,0.701665,1.0893,1.32195,1.52225,1.85261,1.86409,2.05259,1.52693,1.64525,1.35805,1.23061,1.26239,1.30494,1.39648,1.70959,1.86865,1.80584,1.67385,1.74875,1.82587,1.90762,1.98014,2.03936,2.09027,2.18645,2.32017,2.43517,2.55324
DZA,Algeria,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,4.52266,4.9365,5.71606,5.91795,5.73645,5.65699,6.27898,6.69405,7.29459,7.99997,7.64655,7.71731,7.58755,6.80293,7.74208,6.89097,6.43137,6.78517,7.19937,6.8439,7.14972,6.94626,6.8276,6.78084,6.82883,6.89335,6.89963,6.93718,6.9593,6.95843,6.9766,7.03324,7.08291,7.12429
