T16,Exchange rates,,,,,,,
Region/Country/Area,,Year,Series,National currency,National currency footnote,Value,Footnotes,Source
175,Mayotte,2005,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.8038,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
175,Mayotte,2010,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.7543,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
175,Mayotte,2015,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.9013,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
175,Mayotte,2016,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.9034,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
175,Mayotte,2017,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.8852,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
175,Mayotte,2018,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.8468,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
484,Mexico,1985,Exchange rates: end of period (national currency per US dollar),Mexican Peso (MXN),,0.3717,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
484,Mexico,1995,Exchange rates: end of period (national currency per US dollar),Mexican Peso (MXN),,7.6425,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
484,Mexico,2005,Exchange rates: end of period (national currency per US dollar),Mexican Peso (MXN),,10.7777,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
484,Mexico,2010,Exchange rates: end of period (national currency per US dollar),Mexican Peso (MXN),,12.3571,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
484,Mexico,2015,Exchange rates: end of period (national currency per US dollar),Mexican Peso (MXN),,17.2065,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
484,Mexico,2016,Exchange rates: end of period (national currency per US dollar),Mexican Peso (MXN),,20.7314,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
484,Mexico,2017,Exchange rates: end of period (national currency per US dollar),Mexican Peso (MXN),,19.7867,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
484,Mexico,2018,Exchange rates: end of period (national currency per US dollar),Mexican Peso (MXN),,19.6829,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
484,Mexico,1985,Exchange rates: period average (national currency per US dollar),Mexican Peso (MXN),,0.2569,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
484,Mexico,1995,Exchange rates: period average (national currency per US dollar),Mexican Peso (MXN),,6.4194,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
484,Mexico,2005,Exchange rates: period average (national currency per US dollar),Mexican Peso (MXN),,10.8979,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
484,Mexico,2010,Exchange rates: period average (national currency per US dollar),Mexican Peso (MXN),,12.6360,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
484,Mexico,2015,Exchange rates: period average (national currency per US dollar),Mexican Peso (MXN),,15.8483,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
484,Mexico,2016,Exchange rates: period average (national currency per US dollar),Mexican Peso (MXN),,18.6641,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
484,Mexico,2017,Exchange rates: period average (national currency per US dollar),Mexican Peso (MXN),,18.9265,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
484,Mexico,2018,Exchange rates: period average (national currency per US dollar),Mexican Peso (MXN),,19.2443,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
492,Monaco,2005,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.8477,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
492,Monaco,2010,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.7484,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
492,Monaco,2015,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9185,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
492,Monaco,2016,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9487,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
492,Monaco,2017,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.8338,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
492,Monaco,2018,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.8734,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
492,Monaco,2005,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.8038,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
492,Monaco,2010,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.7543,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
492,Monaco,2015,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.9013,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
492,Monaco,2016,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.9034,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
492,Monaco,2017,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.8852,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
492,Monaco,2018,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.8468,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
496,Mongolia,1995,Exchange rates: end of period (national currency per US dollar),Tugrik (MNT),,473.6200,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
496,Mongolia,2005,Exchange rates: end of period (national currency per US dollar),Tugrik (MNT),,"1,221.0000",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
496,Mongolia,2010,Exchange rates: end of period (national currency per US dollar),Tugrik (MNT),,"1,256.4700",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
496,Mongolia,2015,Exchange rates: end of period (national currency per US dollar),Tugrik (MNT),,"1,995.9800",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
496,Mongolia,2016,Exchange rates: end of period (national currency per US dollar),Tugrik (MNT),,"2,489.5300",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
496,Mongolia,2017,Exchange rates: end of period (national currency per US dollar),Tugrik (MNT),,"2,427.1300",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
496,Mongolia,2018,Exchange rates: end of period (national currency per US dollar),Tugrik (MNT),,"2,643.6900",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
496,Mongolia,1995,Exchange rates: period average (national currency per US dollar),Tugrik (MNT),,448.6126,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
496,Mongolia,2005,Exchange rates: period average (national currency per US dollar),Tugrik (MNT),,"1,205.2467",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
496,Mongolia,2010,Exchange rates: period average (national currency per US dollar),Tugrik (MNT),,"1,357.0642",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
496,Mongolia,2015,Exchange rates: period average (national currency per US dollar),Tugrik (MNT),,"1,970.3092",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
496,Mongolia,2016,Exchange rates: period average (national currency per US dollar),Tugrik (MNT),,"2,140.2909",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
496,Mongolia,2017,Exchange rates: period average (national currency per US dollar),Tugrik (MNT),,"2,439.7772",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
496,Mongolia,2018,Exchange rates: period average (national currency per US dollar),Tugrik (MNT),,"2,472.4841",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
499,Montenegro,2005,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.8477,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
499,Montenegro,2010,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.7484,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
499,Montenegro,2015,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9185,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
499,Montenegro,2016,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9487,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
499,Montenegro,2017,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.8338,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
499,Montenegro,2018,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.8734,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
499,Montenegro,2005,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.8038,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
499,Montenegro,2010,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.7543,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
499,Montenegro,2015,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.9013,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
499,Montenegro,2016,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.9034,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
499,Montenegro,2017,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.8852,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
499,Montenegro,2018,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.8468,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
500,Montserrat,1985,Exchange rates: end of period (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
500,Montserrat,1995,Exchange rates: end of period (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
500,Montserrat,2005,Exchange rates: end of period (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
500,Montserrat,2010,Exchange rates: end of period (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
500,Montserrat,2015,Exchange rates: end of period (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
500,Montserrat,2016,Exchange rates: end of period (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
500,Montserrat,2017,Exchange rates: end of period (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
500,Montserrat,2018,Exchange rates: end of period (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
500,Montserrat,1985,Exchange rates: period average (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
500,Montserrat,1995,Exchange rates: period average (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
500,Montserrat,2005,Exchange rates: period average (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
500,Montserrat,2010,Exchange rates: period average (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
500,Montserrat,2015,Exchange rates: period average (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
500,Montserrat,2016,Exchange rates: period average (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
500,Montserrat,2017,Exchange rates: period average (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
500,Montserrat,2018,Exchange rates: period average (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
504,Morocco,1985,Exchange rates: end of period (national currency per US dollar),Moroccan Dirham (MAD),,9.6213,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
504,Morocco,1995,Exchange rates: end of period (national currency per US dollar),Moroccan Dirham (MAD),,8.4689,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
504,Morocco,2005,Exchange rates: end of period (national currency per US dollar),Moroccan Dirham (MAD),,9.2494,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
504,Morocco,2010,Exchange rates: end of period (national currency per US dollar),Moroccan Dirham (MAD),,8.3569,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
504,Morocco,2015,Exchange rates: end of period (national currency per US dollar),Moroccan Dirham (MAD),,9.9057,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
504,Morocco,2016,Exchange rates: end of period (national currency per US dollar),Moroccan Dirham (MAD),,10.0960,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
504,Morocco,2017,Exchange rates: end of period (national currency per US dollar),Moroccan Dirham (MAD),,9.3295,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
504,Morocco,2018,Exchange rates: end of period (national currency per US dollar),Moroccan Dirham (MAD),,9.5655,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
504,Morocco,1985,Exchange rates: period average (national currency per US dollar),Moroccan Dirham (MAD),,10.0625,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
504,Morocco,1995,Exchange rates: period average (national currency per US dollar),Moroccan Dirham (MAD),,8.5402,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
504,Morocco,2005,Exchange rates: period average (national currency per US dollar),Moroccan Dirham (MAD),,8.8650,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
504,Morocco,2010,Exchange rates: period average (national currency per US dollar),Moroccan Dirham (MAD),,8.4172,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
504,Morocco,2015,Exchange rates: period average (national currency per US dollar),Moroccan Dirham (MAD),,9.7643,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
504,Morocco,2016,Exchange rates: period average (national currency per US dollar),Moroccan Dirham (MAD),,9.8075,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
504,Morocco,2017,Exchange rates: period average (national currency per US dollar),Moroccan Dirham (MAD),,9.6920,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
504,Morocco,2018,Exchange rates: period average (national currency per US dollar),Moroccan Dirham (MAD),,9.3861,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
508,Mozambique,1985,Exchange rates: end of period (national currency per US dollar),Mozambique Metical (MZN),,0.0412,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
508,Mozambique,1995,Exchange rates: end of period (national currency per US dollar),Mozambique Metical (MZN),,10.8900,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
508,Mozambique,2005,Exchange rates: end of period (national currency per US dollar),Mozambique Metical (MZN),,24.1830,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
508,Mozambique,2010,Exchange rates: end of period (national currency per US dollar),Mozambique Metical (MZN),,32.5800,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
508,Mozambique,2015,Exchange rates: end of period (national currency per US dollar),Mozambique Metical (MZN),,45.9000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
508,Mozambique,2016,Exchange rates: end of period (national currency per US dollar),Mozambique Metical (MZN),,71.3500,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
508,Mozambique,2017,Exchange rates: end of period (national currency per US dollar),Mozambique Metical (MZN),,59.0200,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
508,Mozambique,2018,Exchange rates: end of period (national currency per US dollar),Mozambique Metical (MZN),,61.4700,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
508,Mozambique,1985,Exchange rates: period average (national currency per US dollar),Mozambique Metical (MZN),,0.0432,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
508,Mozambique,1995,Exchange rates: period average (national currency per US dollar),Mozambique Metical (MZN),,9.0243,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
508,Mozambique,2005,Exchange rates: period average (national currency per US dollar),Mozambique Metical (MZN),,23.0610,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
508,Mozambique,2010,Exchange rates: period average (national currency per US dollar),Mozambique Metical (MZN),,33.9601,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
508,Mozambique,2015,Exchange rates: period average (national currency per US dollar),Mozambique Metical (MZN),,39.9825,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
508,Mozambique,2016,Exchange rates: period average (national currency per US dollar),Mozambique Metical (MZN),,63.0562,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
508,Mozambique,2017,Exchange rates: period average (national currency per US dollar),Mozambique Metical (MZN),,63.5843,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
508,Mozambique,2018,Exchange rates: period average (national currency per US dollar),Mozambique Metical (MZN),,60.3262,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
104,Myanmar,1985,Exchange rates: end of period (national currency per US dollar),Kyat (MMK),,7.8420,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
104,Myanmar,1995,Exchange rates: end of period (national currency per US dollar),Kyat (MMK),,5.7810,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
104,Myanmar,2005,Exchange rates: end of period (national currency per US dollar),Kyat (MMK),,5.9897,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
104,Myanmar,2010,Exchange rates: end of period (national currency per US dollar),Kyat (MMK),,5.5802,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
104,Myanmar,2015,Exchange rates: end of period (national currency per US dollar),Kyat (MMK),,"1,304.0000",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
104,Myanmar,2016,Exchange rates: end of period (national currency per US dollar),Kyat (MMK),,"1,357.5000",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
104,Myanmar,2017,Exchange rates: end of period (national currency per US dollar),Kyat (MMK),,"1,362.0000",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
104,Myanmar,2018,Exchange rates: end of period (national currency per US dollar),Kyat (MMK),,"1,550.0000",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
104,Myanmar,1985,Exchange rates: period average (national currency per US dollar),Kyat (MMK),,8.4748,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
104,Myanmar,1995,Exchange rates: period average (national currency per US dollar),Kyat (MMK),,5.6670,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
104,Myanmar,2005,Exchange rates: period average (national currency per US dollar),Kyat (MMK),,5.8182,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
104,Myanmar,2010,Exchange rates: period average (national currency per US dollar),Kyat (MMK),,5.6349,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
