T16,Exchange rates,,,,,,,
Region/Country/Area,,Year,Series,National currency,National currency footnote,Value,Footnotes,Source
188,Costa Rica,2018,Exchange rates: end of period (national currency per US dollar),Costa Rican Colon (CRC),,608.0700,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
188,Costa Rica,1985,Exchange rates: period average (national currency per US dollar),Costa Rican Colon (CRC),,50.4534,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
188,Costa Rica,1995,Exchange rates: period average (national currency per US dollar),Costa Rican Colon (CRC),,179.7292,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
188,Costa Rica,2005,Exchange rates: period average (national currency per US dollar),Costa Rican Colon (CRC),,477.7867,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
188,Costa Rica,2010,Exchange rates: period average (national currency per US dollar),Costa Rican Colon (CRC),,525.8292,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
188,Costa Rica,2015,Exchange rates: period average (national currency per US dollar),Costa Rican Colon (CRC),,534.5658,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
188,Costa Rica,2016,Exchange rates: period average (national currency per US dollar),Costa Rican Colon (CRC),,544.7394,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
188,Costa Rica,2017,Exchange rates: period average (national currency per US dollar),Costa Rican Colon (CRC),,567.5131,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
188,Costa Rica,2018,Exchange rates: period average (national currency per US dollar),Costa Rican Colon (CRC),,576.9725,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
384,Côte d’Ivoire,1985,Exchange rates: end of period (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",378.0497,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
384,Côte d’Ivoire,1995,Exchange rates: end of period (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",489.9997,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
384,Côte d’Ivoire,2005,Exchange rates: end of period (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",556.0371,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
384,Côte d’Ivoire,2010,Exchange rates: end of period (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",490.9123,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
384,Côte d’Ivoire,2015,Exchange rates: end of period (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",602.5140,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
384,Côte d’Ivoire,2016,Exchange rates: end of period (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",622.2911,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
384,Côte d’Ivoire,2017,Exchange rates: end of period (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",546.9499,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
384,Côte d’Ivoire,2018,Exchange rates: end of period (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",572.8882,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
384,Côte d’Ivoire,1985,Exchange rates: period average (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",449.2630,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
384,Côte d’Ivoire,1995,Exchange rates: period average (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",499.1484,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
384,Côte d’Ivoire,2005,Exchange rates: period average (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",527.4681,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
384,Côte d’Ivoire,2010,Exchange rates: period average (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",495.2770,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
384,Côte d’Ivoire,2015,Exchange rates: period average (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",591.4495,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
384,Côte d’Ivoire,2016,Exchange rates: period average (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",593.0082,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
384,Côte d’Ivoire,2017,Exchange rates: period average (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",582.0946,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
384,Côte d’Ivoire,2018,Exchange rates: period average (national currency per US dollar),"CFA Franc, BCEAO (XOF)","African Financial Community (CFA) Franc, Central Bank of West African States (BCEAO).",555.7178,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
191,Croatia,1995,Exchange rates: end of period (national currency per US dollar),Kuna (HRK),,5.3161,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
191,Croatia,2005,Exchange rates: end of period (national currency per US dollar),Kuna (HRK),,6.2336,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
191,Croatia,2010,Exchange rates: end of period (national currency per US dollar),Kuna (HRK),,5.5683,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
191,Croatia,2015,Exchange rates: end of period (national currency per US dollar),Kuna (HRK),,6.9918,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
191,Croatia,2016,Exchange rates: end of period (national currency per US dollar),Kuna (HRK),,7.1685,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
191,Croatia,2017,Exchange rates: end of period (national currency per US dollar),Kuna (HRK),,6.2697,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
191,Croatia,2018,Exchange rates: end of period (national currency per US dollar),Kuna (HRK),,6.4692,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
191,Croatia,1995,Exchange rates: period average (national currency per US dollar),Kuna (HRK),,5.2308,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
191,Croatia,2005,Exchange rates: period average (national currency per US dollar),Kuna (HRK),,5.9492,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
191,Croatia,2010,Exchange rates: period average (national currency per US dollar),Kuna (HRK),,5.4980,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
191,Croatia,2015,Exchange rates: period average (national currency per US dollar),Kuna (HRK),,6.8583,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
191,Croatia,2016,Exchange rates: period average (national currency per US dollar),Kuna (HRK),,6.8060,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
191,Croatia,2017,Exchange rates: period average (national currency per US dollar),Kuna (HRK),,6.6238,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
191,Croatia,2018,Exchange rates: period average (national currency per US dollar),Kuna (HRK),,6.2790,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
192,Cuba,2015,Exchange rates: end of period (national currency per US dollar),Cuban Peso (CUP),The national currency of Cuba is the Cuban Peso (CUP). The convertible peso (CUC) is used by foreigners and tourists in Cuba.,1.0000,UN operational exchange rate.,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
192,Cuba,2016,Exchange rates: end of period (national currency per US dollar),Cuban Peso (CUP),The national currency of Cuba is the Cuban Peso (CUP). The convertible peso (CUC) is used by foreigners and tourists in Cuba.,1.0000,UN operational exchange rate.,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
192,Cuba,2017,Exchange rates: end of period (national currency per US dollar),Cuban Peso (CUP),The national currency of Cuba is the Cuban Peso (CUP). The convertible peso (CUC) is used by foreigners and tourists in Cuba.,1.0000,UN operational exchange rate.,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
192,Cuba,2018,Exchange rates: end of period (national currency per US dollar),Cuban Peso (CUP),The national currency of Cuba is the Cuban Peso (CUP). The convertible peso (CUC) is used by foreigners and tourists in Cuba.,1.0000,UN operational exchange rate.,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
531,Curaçao,2010,Exchange rates: end of period (national currency per US dollar),Neth. Ant. Guilder (ANG),Netherlands Antillean Guilder.,1.7900,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
531,Curaçao,2015,Exchange rates: end of period (national currency per US dollar),Neth. Ant. Guilder (ANG),Netherlands Antillean Guilder.,1.7900,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
531,Curaçao,2016,Exchange rates: end of period (national currency per US dollar),Neth. Ant. Guilder (ANG),Netherlands Antillean Guilder.,1.7900,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
531,Curaçao,2017,Exchange rates: end of period (national currency per US dollar),Neth. Ant. Guilder (ANG),Netherlands Antillean Guilder.,1.7900,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
531,Curaçao,2018,Exchange rates: end of period (national currency per US dollar),Neth. Ant. Guilder (ANG),Netherlands Antillean Guilder.,1.7900,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
531,Curaçao,2015,Exchange rates: period average (national currency per US dollar),Neth. Ant. Guilder (ANG),Netherlands Antillean Guilder.,1.7900,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
531,Curaçao,2016,Exchange rates: period average (national currency per US dollar),Neth. Ant. Guilder (ANG),Netherlands Antillean Guilder.,1.7900,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
531,Curaçao,2017,Exchange rates: period average (national currency per US dollar),Neth. Ant. Guilder (ANG),Netherlands Antillean Guilder.,1.7900,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
531,Curaçao,2018,Exchange rates: period average (national currency per US dollar),Neth. Ant. Guilder (ANG),Netherlands Antillean Guilder.,1.7900,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
196,Cyprus,2010,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.7484,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
196,Cyprus,2015,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9185,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
196,Cyprus,2016,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9487,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
196,Cyprus,2017,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.8338,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
196,Cyprus,2018,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.8734,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
196,Cyprus,2010,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.7543,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
196,Cyprus,2015,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.9013,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
196,Cyprus,2016,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.9034,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
196,Cyprus,2017,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.8852,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
196,Cyprus,2018,Exchange rates: period average (national currency per US dollar),Euro (EUR),,0.8468,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
203,Czechia,1995,Exchange rates: end of period (national currency per US dollar),Czech Koruna (CZK),,26.6020,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
203,Czechia,2005,Exchange rates: end of period (national currency per US dollar),Czech Koruna (CZK),,24.5880,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
203,Czechia,2010,Exchange rates: end of period (national currency per US dollar),Czech Koruna (CZK),,18.7510,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
203,Czechia,2015,Exchange rates: end of period (national currency per US dollar),Czech Koruna (CZK),,24.8240,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
203,Czechia,2016,Exchange rates: end of period (national currency per US dollar),Czech Koruna (CZK),,25.6390,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
203,Czechia,2017,Exchange rates: end of period (national currency per US dollar),Czech Koruna (CZK),,21.2910,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
203,Czechia,1995,Exchange rates: period average (national currency per US dollar),Czech Koruna (CZK),,26.5407,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
203,Czechia,2005,Exchange rates: period average (national currency per US dollar),Czech Koruna (CZK),,23.9574,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
203,Czechia,2010,Exchange rates: period average (national currency per US dollar),Czech Koruna (CZK),,19.0983,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
203,Czechia,2015,Exchange rates: period average (national currency per US dollar),Czech Koruna (CZK),,24.5988,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
203,Czechia,2016,Exchange rates: period average (national currency per US dollar),Czech Koruna (CZK),,24.4399,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
203,Czechia,2017,Exchange rates: period average (national currency per US dollar),Czech Koruna (CZK),,23.3763,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
203,Czechia,2018,Exchange rates: period average (national currency per US dollar),Czech Koruna (CZK),,21.7299,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
408,Dem. People's Rep. Korea,2015,Exchange rates: end of period (national currency per US dollar),North Korean Won (KPW),,108.9500,UN operational exchange rate.,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
408,Dem. People's Rep. Korea,2016,Exchange rates: end of period (national currency per US dollar),North Korean Won (KPW),,110.8700,UN operational exchange rate.,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
408,Dem. People's Rep. Korea,2017,Exchange rates: end of period (national currency per US dollar),North Korean Won (KPW),,104.9500,UN operational exchange rate.,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
408,Dem. People's Rep. Korea,2018,Exchange rates: end of period (national currency per US dollar),North Korean Won (KPW),,106.8400,UN operational exchange rate.,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
180,Dem. Rep. of the Congo,1985,Exchange rates: end of period (national currency per US dollar),Congolese Franc (CDF),,0.0000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
180,Dem. Rep. of the Congo,1995,Exchange rates: end of period (national currency per US dollar),Congolese Franc (CDF),,0.1483,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
180,Dem. Rep. of the Congo,2005,Exchange rates: end of period (national currency per US dollar),Congolese Franc (CDF),,431.2788,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
180,Dem. Rep. of the Congo,2010,Exchange rates: end of period (national currency per US dollar),Congolese Franc (CDF),,915.1295,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
180,Dem. Rep. of the Congo,2015,Exchange rates: end of period (national currency per US dollar),Congolese Franc (CDF),,926.7605,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
180,Dem. Rep. of the Congo,2016,Exchange rates: end of period (national currency per US dollar),Congolese Franc (CDF),,"1,215.5887",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
180,Dem. Rep. of the Congo,2017,Exchange rates: end of period (national currency per US dollar),Congolese Franc (CDF),,"1,592.1927",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
180,Dem. Rep. of the Congo,2018,Exchange rates: end of period (national currency per US dollar),Congolese Franc (CDF),,"1,635.6153",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
180,Dem. Rep. of the Congo,1985,Exchange rates: period average (national currency per US dollar),Congolese Franc (CDF),,0.0000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
180,Dem. Rep. of the Congo,1995,Exchange rates: period average (national currency per US dollar),Congolese Franc (CDF),,0.0702,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
180,Dem. Rep. of the Congo,2005,Exchange rates: period average (national currency per US dollar),Congolese Franc (CDF),,473.9080,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
180,Dem. Rep. of the Congo,2010,Exchange rates: period average (national currency per US dollar),Congolese Franc (CDF),,905.9135,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
180,Dem. Rep. of the Congo,2015,Exchange rates: period average (national currency per US dollar),Congolese Franc (CDF),,925.9850,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
180,Dem. Rep. of the Congo,2016,Exchange rates: period average (national currency per US dollar),Congolese Franc (CDF),,"1,010.3028",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
180,Dem. Rep. of the Congo,2017,Exchange rates: period average (national currency per US dollar),Congolese Franc (CDF),,"1,464.4179",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
180,Dem. Rep. of the Congo,2018,Exchange rates: period average (national currency per US dollar),Congolese Franc (CDF),,"1,622.5235",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
208,Denmark,1985,Exchange rates: end of period (national currency per US dollar),Danish Krone (DKK),,8.9690,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
208,Denmark,1995,Exchange rates: end of period (national currency per US dollar),Danish Krone (DKK),,5.5460,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
208,Denmark,2005,Exchange rates: end of period (national currency per US dollar),Danish Krone (DKK),,6.3241,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
208,Denmark,2010,Exchange rates: end of period (national currency per US dollar),Danish Krone (DKK),,5.6133,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
208,Denmark,2015,Exchange rates: end of period (national currency per US dollar),Danish Krone (DKK),,6.8300,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
208,Denmark,2016,Exchange rates: end of period (national currency per US dollar),Danish Krone (DKK),,7.0528,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
208,Denmark,2017,Exchange rates: end of period (national currency per US dollar),Danish Krone (DKK),,6.2077,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
208,Denmark,2018,Exchange rates: end of period (national currency per US dollar),Danish Krone (DKK),,6.5194,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
208,Denmark,1985,Exchange rates: period average (national currency per US dollar),Danish Krone (DKK),,10.5964,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
208,Denmark,1995,Exchange rates: period average (national currency per US dollar),Danish Krone (DKK),,5.6024,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
208,Denmark,2005,Exchange rates: period average (national currency per US dollar),Danish Krone (DKK),,5.9969,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
208,Denmark,2010,Exchange rates: period average (national currency per US dollar),Danish Krone (DKK),,5.6241,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
208,Denmark,2015,Exchange rates: period average (national currency per US dollar),Danish Krone (DKK),,6.7279,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
208,Denmark,2016,Exchange rates: period average (national currency per US dollar),Danish Krone (DKK),,6.7317,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
208,Denmark,2017,Exchange rates: period average (national currency per US dollar),Danish Krone (DKK),,6.6029,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
208,Denmark,2018,Exchange rates: period average (national currency per US dollar),Danish Krone (DKK),,6.3146,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
