T22,"Total imports, exports and balance of trade",,,,,,,
Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
34,Southern Asia,2018,Balance imports/exports (millions of US dollars),,,-253457.7955,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
145,Western Asia,1995,Imports CIF (millions of US dollars),,,155335.3363,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
145,Western Asia,2005,Imports CIF (millions of US dollars),,,407406.8673,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
145,Western Asia,2010,Imports CIF (millions of US dollars),,,737098.5080,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
145,Western Asia,2015,Imports CIF (millions of US dollars),,,942665.5724,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
145,Western Asia,2016,Imports CIF (millions of US dollars),,,896734.0226,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
145,Western Asia,2017,Imports CIF (millions of US dollars),,,1027769.3821,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
145,Western Asia,2018,Imports CIF (millions of US dollars),,,939430.3453,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
145,Western Asia,1995,Exports FOB (millions of US dollars),,,154176.5877,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
145,Western Asia,2005,Exports FOB (millions of US dollars),,,557564.4413,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
145,Western Asia,2010,Exports FOB (millions of US dollars),,,919156.1887,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
145,Western Asia,2015,Exports FOB (millions of US dollars),,,1004800.7533,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
145,Western Asia,2016,Exports FOB (millions of US dollars),,,897642.9312,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
145,Western Asia,2017,Exports FOB (millions of US dollars),,,896024.7024,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
145,Western Asia,2018,Exports FOB (millions of US dollars),,,922478.7743,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
145,Western Asia,1995,Balance imports/exports (millions of US dollars),,,-1158.7487,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
145,Western Asia,2005,Balance imports/exports (millions of US dollars),,,150157.5740,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
145,Western Asia,2010,Balance imports/exports (millions of US dollars),,,182057.6807,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
145,Western Asia,2015,Balance imports/exports (millions of US dollars),,,62135.1809,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
145,Western Asia,2016,Balance imports/exports (millions of US dollars),,,908.9086,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
145,Western Asia,2017,Balance imports/exports (millions of US dollars),,,-131744.6797,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
145,Western Asia,2018,Balance imports/exports (millions of US dollars),,,-16951.5710,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
150,Europe,1995,Imports CIF (millions of US dollars),,,2228669.1219,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
150,Europe,2005,Imports CIF (millions of US dollars),,,4439990.3734,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
150,Europe,2010,Imports CIF (millions of US dollars),,,5873573.3231,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
150,Europe,2015,Imports CIF (millions of US dollars),,,5712660.9875,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
150,Europe,2016,Imports CIF (millions of US dollars),,,5748467.4568,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
150,Europe,2017,Imports CIF (millions of US dollars),,,6349900.9853,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
150,Europe,2018,Imports CIF (millions of US dollars),,,6793183.4816,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
150,Europe,1995,Exports FOB (millions of US dollars),,,2320041.8042,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
150,Europe,2005,Exports FOB (millions of US dollars),,,4527058.6837,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
150,Europe,2010,Exports FOB (millions of US dollars),,,5907020.6992,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
150,Europe,2015,Exports FOB (millions of US dollars),,,6065793.0261,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
150,Europe,2016,Exports FOB (millions of US dollars),,,5991866.4595,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
150,Europe,2017,Exports FOB (millions of US dollars),,,6585500.0593,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
150,Europe,2018,Exports FOB (millions of US dollars),,,7011026.1665,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
150,Europe,1995,Balance imports/exports (millions of US dollars),,,91372.6823,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
150,Europe,2005,Balance imports/exports (millions of US dollars),,,87068.3102,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
150,Europe,2010,Balance imports/exports (millions of US dollars),,,33447.3761,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
150,Europe,2015,Balance imports/exports (millions of US dollars),,,353132.0386,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
150,Europe,2016,Balance imports/exports (millions of US dollars),,,243399.0027,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
150,Europe,2017,Balance imports/exports (millions of US dollars),,,235599.0740,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
150,Europe,2018,Balance imports/exports (millions of US dollars),,,217842.6849,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
151,Eastern Europe,1995,Imports CIF (millions of US dollars),,,161834.8133,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
151,Eastern Europe,2005,Imports CIF (millions of US dollars),,,490657.1562,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
151,Eastern Europe,2010,Imports CIF (millions of US dollars),,,867387.3574,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
151,Eastern Europe,2015,Imports CIF (millions of US dollars),,,847830.4229,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
151,Eastern Europe,2016,Imports CIF (millions of US dollars),,,854734.6130,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
151,Eastern Europe,2017,Imports CIF (millions of US dollars),,,1004455.0776,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
151,Eastern Europe,2018,Imports CIF (millions of US dollars),,,952640.6763,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
151,Eastern Europe,1995,Exports FOB (millions of US dollars),,,176870.5574,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
151,Eastern Europe,2005,Exports FOB (millions of US dollars),,,594285.4580,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
151,Eastern Europe,2010,Exports FOB (millions of US dollars),,,993297.3590,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
151,Eastern Europe,2015,Exports FOB (millions of US dollars),,,1024049.1394,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
151,Eastern Europe,2016,Exports FOB (millions of US dollars),,,976844.1687,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
151,Eastern Europe,2017,Exports FOB (millions of US dollars),,,1137907.2077,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
151,Eastern Europe,2018,Exports FOB (millions of US dollars),,,1131023.6575,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
151,Eastern Europe,1995,Balance imports/exports (millions of US dollars),,,15035.7442,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
151,Eastern Europe,2005,Balance imports/exports (millions of US dollars),,,103628.3018,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
151,Eastern Europe,2010,Balance imports/exports (millions of US dollars),,,125910.0016,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
151,Eastern Europe,2015,Balance imports/exports (millions of US dollars),,,176218.7166,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
151,Eastern Europe,2016,Balance imports/exports (millions of US dollars),,,122109.5557,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
151,Eastern Europe,2017,Balance imports/exports (millions of US dollars),,,133452.1301,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
151,Eastern Europe,2018,Balance imports/exports (millions of US dollars),,,178382.9812,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
154,Northern Europe,1995,Imports CIF (millions of US dollars),,,470869.8818,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
154,Northern Europe,2005,Imports CIF (millions of US dollars),,,937990.3992,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
154,Northern Europe,2010,Imports CIF (millions of US dollars),,,1122240.2222,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
154,Northern Europe,2015,Imports CIF (millions of US dollars),,,1133060.3126,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
154,Northern Europe,2016,Imports CIF (millions of US dollars),,,1140543.2268,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
154,Northern Europe,2017,Imports CIF (millions of US dollars),,,1204373.8122,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
154,Northern Europe,2018,Imports CIF (millions of US dollars),,,1300232.9178,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
154,Northern Europe,1995,Exports FOB (millions of US dollars),,,494551.5027,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
154,Northern Europe,2005,Exports FOB (millions of US dollars),,,913599.3854,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
154,Northern Europe,2010,Exports FOB (millions of US dollars),,,1045978.0856,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
154,Northern Europe,2015,Exports FOB (millions of US dollars),,,1046685.8991,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
154,Northern Europe,2016,Exports FOB (millions of US dollars),,,980714.1491,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
154,Northern Europe,2017,Exports FOB (millions of US dollars),,,1067794.8078,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
154,Northern Europe,2018,Exports FOB (millions of US dollars),,,1198093.6046,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
154,Northern Europe,1995,Balance imports/exports (millions of US dollars),,,23681.6209,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
154,Northern Europe,2005,Balance imports/exports (millions of US dollars),,,-24391.0138,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
154,Northern Europe,2010,Balance imports/exports (millions of US dollars),,,-76262.1366,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
154,Northern Europe,2015,Balance imports/exports (millions of US dollars),,,-86374.4135,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
154,Northern Europe,2016,Balance imports/exports (millions of US dollars),,,-159829.0778,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
154,Northern Europe,2017,Balance imports/exports (millions of US dollars),,,-136579.0044,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
154,Northern Europe,2018,Balance imports/exports (millions of US dollars),,,-102139.3132,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
39,Southern Europe,1995,Imports CIF (millions of US dollars),,,400631.0077,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
39,Southern Europe,2005,Imports CIF (millions of US dollars),,,861880.8784,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
39,Southern Europe,2010,Imports CIF (millions of US dollars),,,1039441.6779,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
39,Southern Europe,2015,Imports CIF (millions of US dollars),,,925618.3065,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
39,Southern Europe,2016,Imports CIF (millions of US dollars),,,922645.4493,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
39,Southern Europe,2017,Imports CIF (millions of US dollars),,,1048650.7134,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
39,Southern Europe,2018,Imports CIF (millions of US dollars),,,1164305.4867,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
39,Southern Europe,1995,Exports FOB (millions of US dollars),,,372435.3922,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
39,Southern Europe,2005,Exports FOB (millions of US dollars),,,660816.5571,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
39,Southern Europe,2010,Exports FOB (millions of US dollars),,,830353.5561,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
39,Southern Europe,2015,Exports FOB (millions of US dollars),,,887637.1414,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
39,Southern Europe,2016,Exports FOB (millions of US dollars),,,899540.0264,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
39,Southern Europe,2017,Exports FOB (millions of US dollars),,,1000610.7427,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
39,Southern Europe,2018,Exports FOB (millions of US dollars),,,1081202.8410,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
39,Southern Europe,1995,Balance imports/exports (millions of US dollars),,,-28195.6155,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
39,Southern Europe,2005,Balance imports/exports (millions of US dollars),,,-201064.3214,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
39,Southern Europe,2010,Balance imports/exports (millions of US dollars),,,-209088.1218,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
39,Southern Europe,2015,Balance imports/exports (millions of US dollars),,,-37981.1651,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
39,Southern Europe,2016,Balance imports/exports (millions of US dollars),,,-23105.4229,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
39,Southern Europe,2017,Balance imports/exports (millions of US dollars),,,-48039.9708,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
39,Southern Europe,2018,Balance imports/exports (millions of US dollars),,,-83102.6458,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
155,Western Europe,1995,Imports CIF (millions of US dollars),,,1195333.4191,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
155,Western Europe,2005,Imports CIF (millions of US dollars),,,2149461.9396,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
155,Western Europe,2010,Imports CIF (millions of US dollars),,,2844504.0656,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
155,Western Europe,2015,Imports CIF (millions of US dollars),,,2806151.9456,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
155,Western Europe,2016,Imports CIF (millions of US dollars),,,2830544.1677,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
155,Western Europe,2017,Imports CIF (millions of US dollars),,,3092421.3820,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
155,Western Europe,2018,Imports CIF (millions of US dollars),,,3376004.4008,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
155,Western Europe,1995,Exports FOB (millions of US dollars),,,1276184.3519,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
155,Western Europe,2005,Exports FOB (millions of US dollars),,,2358357.2831,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
155,Western Europe,2010,Exports FOB (millions of US dollars),,,3037391.6986,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
155,Western Europe,2015,Exports FOB (millions of US dollars),,,3107420.8462,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
155,Western Europe,2016,Exports FOB (millions of US dollars),,,3134768.1153,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
155,Western Europe,2017,Exports FOB (millions of US dollars),,,3379187.3010,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
155,Western Europe,2018,Exports FOB (millions of US dollars),,,3600706.0634,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
155,Western Europe,1995,Balance imports/exports (millions of US dollars),,,80850.9328,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
155,Western Europe,2005,Balance imports/exports (millions of US dollars),,,208895.3435,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
155,Western Europe,2010,Balance imports/exports (millions of US dollars),,,192887.6329,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
155,Western Europe,2015,Balance imports/exports (millions of US dollars),,,301268.9007,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
155,Western Europe,2016,Balance imports/exports (millions of US dollars),,,304223.9477,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
155,Western Europe,2017,Balance imports/exports (millions of US dollars),,,286765.9191,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
155,Western Europe,2018,Balance imports/exports (millions of US dollars),,,224701.6626,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
9,Oceania,1995,Imports CIF (millions of US dollars),,,76755.9496,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
9,Oceania,2005,Imports CIF (millions of US dollars),,,161435.3330,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
9,Oceania,2010,Imports CIF (millions of US dollars),,,247150.5618,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
9,Oceania,2015,Imports CIF (millions of US dollars),,,251514.5328,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
9,Oceania,2016,Imports CIF (millions of US dollars),,,240316.2045,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
9,Oceania,2017,Imports CIF (millions of US dollars),,,284852.9205,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
9,Oceania,2018,Imports CIF (millions of US dollars),,,295964.1747,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
9,Oceania,1995,Exports FOB (millions of US dollars),,,71641.8572,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
9,Oceania,2005,Exports FOB (millions of US dollars),,,134547.7667,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
9,Oceania,2010,Exports FOB (millions of US dollars),,,252899.0537,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
9,Oceania,2015,Exports FOB (millions of US dollars),,,235103.4952,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
9,Oceania,2016,Exports FOB (millions of US dollars),,,236406.9168,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
9,Oceania,2017,Exports FOB (millions of US dollars),,,283059.7124,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
9,Oceania,2018,Exports FOB (millions of US dollars),,,312305.6504,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
9,Oceania,1995,Balance imports/exports (millions of US dollars),,,-5114.0924,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
9,Oceania,2005,Balance imports/exports (millions of US dollars),,,-26887.5663,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
9,Oceania,2010,Balance imports/exports (millions of US dollars),,,5748.4920,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
9,Oceania,2015,Balance imports/exports (millions of US dollars),,,-16411.0376,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
9,Oceania,2016,Balance imports/exports (millions of US dollars),,,-3909.2878,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
9,Oceania,2017,Balance imports/exports (millions of US dollars),,,-1793.2080,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
9,Oceania,2018,Balance imports/exports (millions of US dollars),,,16341.4757,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
53,Australia and New Zealand,1995,Imports CIF (millions of US dollars),,,71338.4700,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
53,Australia and New Zealand,2005,Imports CIF (millions of US dollars),,,151453.2941,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
53,Australia and New Zealand,2010,Imports CIF (millions of US dollars),,,231861.1817,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
53,Australia and New Zealand,2015,Imports CIF (millions of US dollars),,,236642.0784,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
53,Australia and New Zealand,2016,Imports CIF (millions of US dollars),,,225619.0455,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
53,Australia and New Zealand,2017,Imports CIF (millions of US dollars),,,268570.1761,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
53,Australia and New Zealand,2018,Imports CIF (millions of US dollars),,,278363.4165,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
53,Australia and New Zealand,1995,Exports FOB (millions of US dollars),,,66373.8762,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
53,Australia and New Zealand,2005,Exports FOB (millions of US dollars),,,127739.5947,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
53,Australia and New Zealand,2010,Exports FOB (millions of US dollars),,,243040.6041,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
53,Australia and New Zealand,2015,Exports FOB (millions of US dollars),,,222149.5101,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
53,Australia and New Zealand,2016,Exports FOB (millions of US dollars),,,223499.9107,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
53,Australia and New Zealand,2017,Exports FOB (millions of US dollars),,,268213.4934,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
53,Australia and New Zealand,2018,Exports FOB (millions of US dollars),,,295523.8121,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
53,Australia and New Zealand,1995,Balance imports/exports (millions of US dollars),,,-4964.5938,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
53,Australia and New Zealand,2005,Balance imports/exports (millions of US dollars),,,-23713.6994,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
