T22,"Total imports, exports and balance of trade",,,,,,,
Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
246,Finland,2018,Balance imports/exports (millions of US dollars),G,,-3093.8709,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
250,France,1995,Imports CIF (millions of US dollars),S,,273387.3466,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
250,France,2005,Imports CIF (millions of US dollars),S,,475856.7995,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
250,France,2010,Imports CIF (millions of US dollars),S,,599171.5053,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
250,France,2015,Imports CIF (millions of US dollars),S,,563398.2475,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
250,France,2016,Imports CIF (millions of US dollars),S,,560554.8627,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
250,France,2017,Imports CIF (millions of US dollars),S,,613132.6397,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
250,France,2018,Imports CIF (millions of US dollars),S,,660510.6670,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
250,France,1995,Exports FOB (millions of US dollars),S,,277079.4731,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
250,France,2005,Exports FOB (millions of US dollars),S,,434354.2446,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
250,France,2010,Exports FOB (millions of US dollars),S,,511651.0431,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
250,France,2015,Exports FOB (millions of US dollars),S,,493941.2142,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
250,France,2016,Exports FOB (millions of US dollars),S,,488885.0724,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
250,France,2017,Exports FOB (millions of US dollars),S,,523385.1333,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
250,France,2018,Exports FOB (millions of US dollars),S,,568451.4065,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
250,France,1995,Balance imports/exports (millions of US dollars),S,,3692.1264,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
250,France,2005,Balance imports/exports (millions of US dollars),S,,-41502.5549,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
250,France,2010,Balance imports/exports (millions of US dollars),S,,-87520.4622,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
250,France,2015,Balance imports/exports (millions of US dollars),S,,-69457.0333,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
250,France,2016,Balance imports/exports (millions of US dollars),S,,-71669.7903,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
250,France,2017,Balance imports/exports (millions of US dollars),S,,-89747.5064,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
250,France,2018,Balance imports/exports (millions of US dollars),S,,-92059.2605,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
254,French Guiana,1995,Imports CIF (millions of US dollars),S,,783.2470,"After 1995, import and exports included in France.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
254,French Guiana,1995,Exports FOB (millions of US dollars),S,,158.1680,"After 1995, import and exports included in France.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
254,French Guiana,1995,Balance imports/exports (millions of US dollars),S,,-625.0790,"After 1995, import and exports included in France.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
258,French Polynesia,1995,Imports CIF (millions of US dollars),S,,848.2726,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
258,French Polynesia,2005,Imports CIF (millions of US dollars),S,,1701.5108,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
258,French Polynesia,2010,Imports CIF (millions of US dollars),S,,1725.7573,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
258,French Polynesia,2015,Imports CIF (millions of US dollars),S,,1526.8061,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
258,French Polynesia,2016,Imports CIF (millions of US dollars),S,,1491.1690,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
258,French Polynesia,2017,Imports CIF (millions of US dollars),S,,1637.7975,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
258,French Polynesia,2018,Imports CIF (millions of US dollars),S,,2023.1783,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
258,French Polynesia,1995,Exports FOB (millions of US dollars),S,,172.8917,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
258,French Polynesia,2005,Exports FOB (millions of US dollars),S,,210.2866,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
258,French Polynesia,2010,Exports FOB (millions of US dollars),S,,153.1909,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
258,French Polynesia,2015,Exports FOB (millions of US dollars),S,,130.1938,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
258,French Polynesia,2016,Exports FOB (millions of US dollars),S,,172.5379,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
258,French Polynesia,2017,Exports FOB (millions of US dollars),S,,153.1804,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
258,French Polynesia,2018,Exports FOB (millions of US dollars),S,,155.5964,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
258,French Polynesia,1995,Balance imports/exports (millions of US dollars),S,,-675.3809,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
258,French Polynesia,2005,Balance imports/exports (millions of US dollars),S,,-1491.2242,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
258,French Polynesia,2010,Balance imports/exports (millions of US dollars),S,,-1572.5664,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
258,French Polynesia,2015,Balance imports/exports (millions of US dollars),S,,-1396.6123,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
258,French Polynesia,2016,Balance imports/exports (millions of US dollars),S,,-1318.6311,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
258,French Polynesia,2017,Balance imports/exports (millions of US dollars),S,,-1484.6172,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
258,French Polynesia,2018,Balance imports/exports (millions of US dollars),S,,-1867.5819,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
266,Gabon,1995,Imports CIF (millions of US dollars),S,,883.7644,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
266,Gabon,2005,Imports CIF (millions of US dollars),S,,1451.0909,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
266,Gabon,2010,Imports CIF (millions of US dollars),S,,2968.7612,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
266,Gabon,2015,Imports CIF (millions of US dollars),S,,3032.9467,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
266,Gabon,2016,Imports CIF (millions of US dollars),S,,2930.7051,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
266,Gabon,2017,Imports CIF (millions of US dollars),S,,2804.5609,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
266,Gabon,2018,Imports CIF (millions of US dollars),S,,2692.6360,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
266,Gabon,1995,Exports FOB (millions of US dollars),S,,2718.1267,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
266,Gabon,2005,Exports FOB (millions of US dollars),S,,5068.4118,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
266,Gabon,2010,Exports FOB (millions of US dollars),S,,8538.6085,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
266,Gabon,2015,Exports FOB (millions of US dollars),S,,5073.5749,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
266,Gabon,2016,Exports FOB (millions of US dollars),S,,2853.6726,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
266,Gabon,2017,Exports FOB (millions of US dollars),S,,1584.3040,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
266,Gabon,2018,Exports FOB (millions of US dollars),S,,883.9663,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
266,Gabon,1995,Balance imports/exports (millions of US dollars),S,,1834.3623,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
266,Gabon,2005,Balance imports/exports (millions of US dollars),S,,3617.3209,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
266,Gabon,2010,Balance imports/exports (millions of US dollars),S,,5569.8473,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
266,Gabon,2015,Balance imports/exports (millions of US dollars),S,,2040.6282,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
266,Gabon,2016,Balance imports/exports (millions of US dollars),S,,-77.0325,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
266,Gabon,2017,Balance imports/exports (millions of US dollars),S,,-1220.2569,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
266,Gabon,2018,Balance imports/exports (millions of US dollars),S,,-1808.6697,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
270,Gambia,1995,Imports CIF (millions of US dollars),G,,214.5487,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
270,Gambia,2005,Imports CIF (millions of US dollars),G,,259.7471,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
270,Gambia,2010,Imports CIF (millions of US dollars),G,,283.6871,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
270,Gambia,2015,Imports CIF (millions of US dollars),G,,401.7107,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
270,Gambia,2016,Imports CIF (millions of US dollars),G,,384.3377,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
270,Gambia,2017,Imports CIF (millions of US dollars),G,,548.8474,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
270,Gambia,2018,Imports CIF (millions of US dollars),G,,530.5663,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
270,Gambia,1995,Exports FOB (millions of US dollars),G,,18.7370,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
270,Gambia,2005,Exports FOB (millions of US dollars),G,,7.4626,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
270,Gambia,2010,Exports FOB (millions of US dollars),G,,68.2908,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
270,Gambia,2015,Exports FOB (millions of US dollars),G,,90.1209,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
270,Gambia,2016,Exports FOB (millions of US dollars),G,,94.0149,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
270,Gambia,2017,Exports FOB (millions of US dollars),G,,21.8347,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
270,Gambia,2018,Exports FOB (millions of US dollars),G,,26.8175,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
270,Gambia,1995,Balance imports/exports (millions of US dollars),G,,-195.8116,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
270,Gambia,2005,Balance imports/exports (millions of US dollars),G,,-252.2845,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
270,Gambia,2010,Balance imports/exports (millions of US dollars),G,,-215.3963,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
270,Gambia,2015,Balance imports/exports (millions of US dollars),G,,-311.5898,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
270,Gambia,2016,Balance imports/exports (millions of US dollars),G,,-290.3228,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
270,Gambia,2017,Balance imports/exports (millions of US dollars),G,,-527.0128,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
270,Gambia,2018,Balance imports/exports (millions of US dollars),G,,-503.7487,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
268,Georgia,1995,Imports CIF (millions of US dollars),G,,396.2240,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
268,Georgia,2005,Imports CIF (millions of US dollars),G,,2489.9516,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
268,Georgia,2010,Imports CIF (millions of US dollars),G,,5235.7531,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
268,Georgia,2015,Imports CIF (millions of US dollars),G,,7730.0816,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
268,Georgia,2016,Imports CIF (millions of US dollars),G,,7235.7696,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
268,Georgia,2017,Imports CIF (millions of US dollars),G,,7939.2375,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
268,Georgia,2018,Imports CIF (millions of US dollars),G,,9122.3060,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
268,Georgia,1995,Exports FOB (millions of US dollars),G,,151.6630,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
268,Georgia,2005,Exports FOB (millions of US dollars),G,,865.4542,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
268,Georgia,2010,Exports FOB (millions of US dollars),G,,1677.2988,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
268,Georgia,2015,Exports FOB (millions of US dollars),G,,2204.6763,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
268,Georgia,2016,Exports FOB (millions of US dollars),G,,2113.7339,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
268,Georgia,2017,Exports FOB (millions of US dollars),G,,2735.4786,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
268,Georgia,2018,Exports FOB (millions of US dollars),G,,3362.0748,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
268,Georgia,1995,Balance imports/exports (millions of US dollars),G,,-244.5610,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
268,Georgia,2005,Balance imports/exports (millions of US dollars),G,,-1624.4975,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
268,Georgia,2010,Balance imports/exports (millions of US dollars),G,,-3558.4543,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
268,Georgia,2015,Balance imports/exports (millions of US dollars),G,,-5525.4053,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
268,Georgia,2016,Balance imports/exports (millions of US dollars),G,,-5122.0357,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
268,Georgia,2017,Balance imports/exports (millions of US dollars),G,,-5203.7588,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
268,Georgia,2018,Balance imports/exports (millions of US dollars),G,,-5760.2312,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
276,Germany,1995,Imports CIF (millions of US dollars),S,,464145.3333,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
276,Germany,2005,Imports CIF (millions of US dollars),S,,779819.0580,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
276,Germany,2010,Imports CIF (millions of US dollars),S,,1066816.7520,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
276,Germany,2015,Imports CIF (millions of US dollars),S,,1057616.3858,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
276,Germany,2016,Imports CIF (millions of US dollars),S,,1060672.0172,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
276,Germany,2017,Imports CIF (millions of US dollars),S,,1167753.3552,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
276,Germany,2018,Imports CIF (millions of US dollars),S,,1250894.8487,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
276,Germany,1995,Exports FOB (millions of US dollars),S,,518224.1423,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
276,Germany,2005,Exports FOB (millions of US dollars),S,,977131.9720,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
276,Germany,2010,Exports FOB (millions of US dollars),S,,1271096.3281,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
276,Germany,2015,Exports FOB (millions of US dollars),S,,1328549.1344,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
276,Germany,2016,Exports FOB (millions of US dollars),S,,1340752.0462,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
276,Germany,2017,Exports FOB (millions of US dollars),S,,1446642.4352,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
276,Germany,2018,Exports FOB (millions of US dollars),S,,1479186.9923,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
276,Germany,1995,Balance imports/exports (millions of US dollars),S,,54078.8090,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
276,Germany,2005,Balance imports/exports (millions of US dollars),S,,197312.9140,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
276,Germany,2010,Balance imports/exports (millions of US dollars),S,,204279.5760,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
276,Germany,2015,Balance imports/exports (millions of US dollars),S,,270932.7486,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
276,Germany,2016,Balance imports/exports (millions of US dollars),S,,280080.0290,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
276,Germany,2017,Balance imports/exports (millions of US dollars),S,,278889.0801,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
276,Germany,2018,Balance imports/exports (millions of US dollars),S,,228292.1436,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
288,Ghana,1995,Imports CIF (millions of US dollars),G,,1897.4398,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
288,Ghana,2005,Imports CIF (millions of US dollars),G,,4878.3893,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
288,Ghana,2010,Imports CIF (millions of US dollars),G,,8057.1407,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
288,Ghana,2015,Imports CIF (millions of US dollars),G,,12450.4127,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
288,Ghana,2016,Imports CIF (millions of US dollars),G,,11361.0043,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
288,Ghana,2017,Imports CIF (millions of US dollars),G,,12718.1418,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
288,Ghana,2018,Imports CIF (millions of US dollars),G,,11880.4708,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
288,Ghana,1995,Exports FOB (millions of US dollars),G,,1755.3480,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
288,Ghana,2005,Exports FOB (millions of US dollars),G,,3059.7434,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
288,Ghana,2010,Exports FOB (millions of US dollars),G,,5233.3900,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
288,Ghana,2015,Exports FOB (millions of US dollars),G,,12132.1650,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
288,Ghana,2016,Exports FOB (millions of US dollars),G,,10655.7964,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
288,Ghana,2017,Exports FOB (millions of US dollars),G,,14358.5100,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
288,Ghana,2018,Exports FOB (millions of US dollars),G,,17099.5884,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
288,Ghana,1995,Balance imports/exports (millions of US dollars),G,,-142.0918,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
288,Ghana,2005,Balance imports/exports (millions of US dollars),G,,-1818.6459,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
288,Ghana,2010,Balance imports/exports (millions of US dollars),G,,-2823.7507,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
288,Ghana,2015,Balance imports/exports (millions of US dollars),G,,-318.2477,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
288,Ghana,2016,Balance imports/exports (millions of US dollars),G,,-705.2079,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
288,Ghana,2017,Balance imports/exports (millions of US dollars),G,,1640.3681,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
288,Ghana,2018,Balance imports/exports (millions of US dollars),G,,5219.1176,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
292,Gibraltar,1995,Imports CIF (millions of US dollars),,,408.1619,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
292,Gibraltar,2005,Imports CIF (millions of US dollars),,,500.5497,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
292,Gibraltar,2010,Imports CIF (millions of US dollars),,,626.9373,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
292,Gibraltar,2015,Imports CIF (millions of US dollars),,,775.7238,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
292,Gibraltar,2016,Imports CIF (millions of US dollars),,,861.4838,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
292,Gibraltar,2017,Imports CIF (millions of US dollars),,,954.6341,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
292,Gibraltar,2018,Imports CIF (millions of US dollars),,,528.2840,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
292,Gibraltar,1995,Exports FOB (millions of US dollars),,,113.9223,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
292,Gibraltar,2005,Exports FOB (millions of US dollars),,,194.6717,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
292,Gibraltar,2010,Exports FOB (millions of US dollars),,,258.5641,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
292,Gibraltar,2015,Exports FOB (millions of US dollars),,,295.2200,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
292,Gibraltar,2016,Exports FOB (millions of US dollars),,,326.7278,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
292,Gibraltar,2017,Exports FOB (millions of US dollars),,,361.5985,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
