T23,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
862,Venezuela (Boliv. Rep. of),2005,Major trading partner 1 (% of exports),United States,,45.2288,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
862,Venezuela (Boliv. Rep. of),2010,Major trading partner 1 (% of exports),United States,,7.5701,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
862,Venezuela (Boliv. Rep. of),2018,Major trading partner 1 (% of exports),United States,,39.3792,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
862,Venezuela (Boliv. Rep. of),2005,Major trading partner 1 (% of imports),United States,,31.5700,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
862,Venezuela (Boliv. Rep. of),2010,Major trading partner 1 (% of imports),United States,,30.5044,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
862,Venezuela (Boliv. Rep. of),2018,Major trading partner 1 (% of imports),United States,,41.6776,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
862,Venezuela (Boliv. Rep. of),2005,Major trading partner 2 (% of exports),China,,0.3901,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
862,Venezuela (Boliv. Rep. of),2010,Major trading partner 2 (% of exports),China,,5.8057,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
862,Venezuela (Boliv. Rep. of),2018,Major trading partner 2 (% of exports),China,,25.0607,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
862,Venezuela (Boliv. Rep. of),2005,Major trading partner 2 (% of imports),China,,3.7002,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
862,Venezuela (Boliv. Rep. of),2010,Major trading partner 2 (% of imports),China,,11.1101,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
862,Venezuela (Boliv. Rep. of),2018,Major trading partner 2 (% of imports),China,,18.2841,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
862,Venezuela (Boliv. Rep. of),2005,Major trading partner 3 (% of exports),India,,0.0385,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
862,Venezuela (Boliv. Rep. of),2010,Major trading partner 3 (% of exports),India,,0.0176,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
862,Venezuela (Boliv. Rep. of),2018,Major trading partner 3 (% of exports),India,,19.9425,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
862,Venezuela (Boliv. Rep. of),2005,Major trading partner 3 (% of imports),Mexico,,6.9331,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
862,Venezuela (Boliv. Rep. of),2010,Major trading partner 3 (% of imports),Mexico,,4.4695,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
862,Venezuela (Boliv. Rep. of),2018,Major trading partner 3 (% of imports),Mexico,,9.3202,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
704,Viet Nam,2005,Major trading partner 1 (% of exports),United States,,18.2680,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
704,Viet Nam,2010,Major trading partner 1 (% of exports),United States,,19.7280,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
704,Viet Nam,2018,Major trading partner 1 (% of exports),United States,,19.3148,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
704,Viet Nam,2005,Major trading partner 1 (% of imports),China,,16.0487,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
704,Viet Nam,2010,Major trading partner 1 (% of imports),China,,23.8142,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
704,Viet Nam,2018,Major trading partner 1 (% of imports),China,,27.4523,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
704,Viet Nam,2005,Major trading partner 2 (% of exports),China,,10.0052,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
704,Viet Nam,2010,Major trading partner 2 (% of exports),China,,10.7189,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
704,Viet Nam,2018,Major trading partner 2 (% of exports),China,,16.4534,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
704,Viet Nam,2005,Major trading partner 2 (% of imports),Rep. of Korea,,9.7768,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
704,Viet Nam,2010,Major trading partner 2 (% of imports),Rep. of Korea,,11.5014,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
704,Viet Nam,2018,Major trading partner 2 (% of imports),Rep. of Korea,,22.0169,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
704,Viet Nam,2005,Major trading partner 3 (% of exports),Japan,,13.3764,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
704,Viet Nam,2010,Major trading partner 3 (% of exports),Japan,,10.6977,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
704,Viet Nam,2018,Major trading partner 3 (% of exports),Japan,,7.8060,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
704,Viet Nam,2005,Major trading partner 3 (% of imports),Japan,,11.0827,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
704,Viet Nam,2010,Major trading partner 3 (% of imports),Japan,,10.6273,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
704,Viet Nam,2018,Major trading partner 3 (% of imports),Japan,,7.9341,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
876,Wallis and Futuna Islands,2018,Major trading partner 1 (% of exports),Singapore,,38.2496,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
876,Wallis and Futuna Islands,2005,Major trading partner 1 (% of imports),France,,31.9505,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
876,Wallis and Futuna Islands,2010,Major trading partner 1 (% of imports),France,,23.0877,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
876,Wallis and Futuna Islands,2018,Major trading partner 1 (% of imports),France,,37.4328,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
876,Wallis and Futuna Islands,2005,Major trading partner 2 (% of exports),France,,6.7615,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
876,Wallis and Futuna Islands,2010,Major trading partner 2 (% of exports),France,,1.5920,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
876,Wallis and Futuna Islands,2018,Major trading partner 2 (% of exports),France,,21.7983,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
876,Wallis and Futuna Islands,2005,Major trading partner 2 (% of imports),Fiji,,5.8093,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
876,Wallis and Futuna Islands,2010,Major trading partner 2 (% of imports),Fiji,,13.4319,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
876,Wallis and Futuna Islands,2018,Major trading partner 2 (% of imports),Fiji,,23.1998,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
876,Wallis and Futuna Islands,2005,Major trading partner 3 (% of exports),United Kingdom,,0.1254,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
876,Wallis and Futuna Islands,2010,Major trading partner 3 (% of exports),United Kingdom,,0.0794,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
876,Wallis and Futuna Islands,2018,Major trading partner 3 (% of exports),United Kingdom,,9.0994,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
876,Wallis and Futuna Islands,2005,Major trading partner 3 (% of imports),Areas nes,Areas not elsewhere specified.,2.5452,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
876,Wallis and Futuna Islands,2010,Major trading partner 3 (% of imports),Areas nes,Areas not elsewhere specified.,12.6202,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
876,Wallis and Futuna Islands,2018,Major trading partner 3 (% of imports),Areas nes,Areas not elsewhere specified.,12.4604,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
887,Yemen,2005,Major trading partner 1 (% of exports),China,,35.2414,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
887,Yemen,2010,Major trading partner 1 (% of exports),China,,22.2064,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
887,Yemen,2018,Major trading partner 1 (% of exports),China,,39.7707,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
887,Yemen,2005,Major trading partner 1 (% of imports),China,,6.4349,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
887,Yemen,2010,Major trading partner 1 (% of imports),China,,7.9061,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
