T15,Balance of payments summary,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
804,Ukraine,2010,Balance of Payments: Financial account (millions of US dollars),"-1,463.0962",Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
804,Ukraine,2016,Balance of Payments: Financial account (millions of US dollars),"-1,801.0042",Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
804,Ukraine,2017,Balance of Payments: Financial account (millions of US dollars),"-1,968.9960",Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
804,Ukraine,2018,Balance of Payments: Financial account (millions of US dollars),"-2,622.2381",Excludes the temporarily occupied territory of the Autonomous Republic of Crimea and Sevastopol.,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
826,United Kingdom,1985,Balance of Payments: Current account (millions of US dollars),"3,314.2710",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
826,United Kingdom,1995,Balance of Payments: Current account (millions of US dollars),"-13,436.3636",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
826,United Kingdom,2005,Balance of Payments: Current account (millions of US dollars),"-51,038.1385",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
826,United Kingdom,2010,Balance of Payments: Current account (millions of US dollars),"-83,113.0671",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
826,United Kingdom,2016,Balance of Payments: Current account (millions of US dollars),"-140,271.1389",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
826,United Kingdom,2017,Balance of Payments: Current account (millions of US dollars),"-87,895.0503",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
826,United Kingdom,2018,Balance of Payments: Current account (millions of US dollars),"-108,744.7833",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
826,United Kingdom,1995,Balance of Payments: Capital account (millions of US dollars),486.1718,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
826,United Kingdom,2005,Balance of Payments: Capital account (millions of US dollars),"-1,439.1282",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
826,United Kingdom,2010,Balance of Payments: Capital account (millions of US dollars),"-1,130.3618",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
826,United Kingdom,2016,Balance of Payments: Capital account (millions of US dollars),"-2,171.3385",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
826,United Kingdom,2017,Balance of Payments: Capital account (millions of US dollars),"-2,233.4820",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
826,United Kingdom,2018,Balance of Payments: Capital account (millions of US dollars),"-3,254.2910",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
826,United Kingdom,1985,Balance of Payments: Financial account (millions of US dollars),"4,358.1350",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
826,United Kingdom,1995,Balance of Payments: Financial account (millions of US dollars),"-4,522.2137",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
826,United Kingdom,2005,Balance of Payments: Financial account (millions of US dollars),"-71,565.4575",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
826,United Kingdom,2010,Balance of Payments: Financial account (millions of US dollars),"-108,764.1343",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
826,United Kingdom,2016,Balance of Payments: Financial account (millions of US dollars),"-148,593.6325",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
826,United Kingdom,2017,Balance of Payments: Financial account (millions of US dollars),"-116,982.3108",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
826,United Kingdom,2018,Balance of Payments: Financial account (millions of US dollars),"-83,907.3906",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
834,United Rep. of Tanzania,1985,Balance of Payments: Current account (millions of US dollars),-375.0962,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
834,United Rep. of Tanzania,1995,Balance of Payments: Current account (millions of US dollars),-589.7609,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
834,United Rep. of Tanzania,2005,Balance of Payments: Current account (millions of US dollars),"-1,092.5589",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
834,United Rep. of Tanzania,2010,Balance of Payments: Current account (millions of US dollars),"-2,210.7800",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
834,United Rep. of Tanzania,2016,Balance of Payments: Current account (millions of US dollars),"-2,154.6446",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
834,United Rep. of Tanzania,2017,Balance of Payments: Current account (millions of US dollars),"-1,633.7294",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
834,United Rep. of Tanzania,1995,Balance of Payments: Capital account (millions of US dollars),190.8513,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
834,United Rep. of Tanzania,2005,Balance of Payments: Capital account (millions of US dollars),393.1500,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
834,United Rep. of Tanzania,2010,Balance of Payments: Capital account (millions of US dollars),537.9410,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
834,United Rep. of Tanzania,2016,Balance of Payments: Capital account (millions of US dollars),420.4444,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
834,United Rep. of Tanzania,2017,Balance of Payments: Capital account (millions of US dollars),351.0111,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
834,United Rep. of Tanzania,1985,Balance of Payments: Financial account (millions of US dollars),-414.7385,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
834,United Rep. of Tanzania,1995,Balance of Payments: Financial account (millions of US dollars),-368.8668,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
834,United Rep. of Tanzania,2005,Balance of Payments: Financial account (millions of US dollars),"-1,539.1533",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
834,United Rep. of Tanzania,2010,Balance of Payments: Financial account (millions of US dollars),"-2,711.5971",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
834,United Rep. of Tanzania,2016,Balance of Payments: Financial account (millions of US dollars),"-1,983.1077",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
834,United Rep. of Tanzania,2017,Balance of Payments: Financial account (millions of US dollars),-730.9056,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
840,United States of America,1985,Balance of Payments: Current account (millions of US dollars),"-124,455.0000",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
840,United States of America,1995,Balance of Payments: Current account (millions of US dollars),"-113,561.0000",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
840,United States of America,2005,Balance of Payments: Current account (millions of US dollars),"-745,246.0000",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
840,United States of America,2010,Balance of Payments: Current account (millions of US dollars),"-431,271.0000",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
